year,code,amount,name,topname,depname,category,depcat,cat,ref
2015,4.3.2.4-33040030924,1050000,編製土地現值,地政處主管,嘉義縣水上地政事,地政業務,嘉義縣水上地政事,地政處主管,4.3.2.4
2015,4.3.2.5-33040030927,404000,非都市土地使,地政處主管,嘉義縣水上地政事,地政業務,嘉義縣水上地政事,地政處主管,4.3.2.5
2015,4.3.3.1-33040039019,600000,其他設備,地政處主管,嘉義縣水上地政事,一般建築及設備,嘉義縣水上地政事,地政處主管,4.3.3.1
2015,4.4.1.1-33040040101,37545000,行政管理,地政處主管,嘉義縣竹崎地政事,一般行政,嘉義縣竹崎地政事,地政處主管,4.4.1.1
2015,4.4.1.2-33040040102,1203000,所務管理,地政處主管,嘉義縣竹崎地政事,一般行政,嘉義縣竹崎地政事,地政處主管,4.4.1.2
2015,4.4.2.1-33040040918,195000,平均地權重新,地政處主管,嘉義縣竹崎地政事,地政業務,嘉義縣竹崎地政事,地政處主管,4.4.2.1
2015,4.4.2.2-33040040921,2276000,推行土地及建,地政處主管,嘉義縣竹崎地政事,地政業務,嘉義縣竹崎地政事,地政處主管,4.4.2.2
2015,4.4.2.3-33040040922,1569000,土地複丈及勘,地政處主管,嘉義縣竹崎地政事,地政業務,嘉義縣竹崎地政事,地政處主管,4.4.2.3
2015,4.4.2.4-33040040924,960000,編製土地現值,地政處主管,嘉義縣竹崎地政事,地政業務,嘉義縣竹崎地政事,地政處主管,4.4.2.4
2015,4.4.2.5-33040040927,375000,非都市土地使,地政處主管,嘉義縣竹崎地政事,地政業務,嘉義縣竹崎地政事,地政處主管,4.4.2.5
2015,4.4.3.1-33040049019,0,其他設備,地政處主管,嘉義縣竹崎地政事,一般建築及設備,嘉義縣竹崎地政事,地政處主管,4.4.3.1
2015,5.1.1.1-33050010101,518220000,行政管理,消防局主管,嘉義縣消防局,一般行政,嘉義縣消防局,消防局主管,5.1.1.1
2015,5.1.2.1-33050011101,1984000,火災預防,消防局主管,嘉義縣消防局,消防業務,嘉義縣消防局,消防局主管,5.1.2.1
2015,5.1.2.2-33050011102,28264000,災害搶救,消防局主管,嘉義縣消防局,消防業務,嘉義縣消防局,消防局主管,5.1.2.2
2015,5.1.2.3-33050011103,2114000,緊急救護,消防局主管,嘉義縣消防局,消防業務,嘉義縣消防局,消防局主管,5.1.2.3
2015,5.1.2.4-33050011105,130000,火災調查,消防局主管,嘉義縣消防局,消防業務,嘉義縣消防局,消防局主管,5.1.2.4
2015,5.1.2.5-33050011106,744000,指揮業務,消防局主管,嘉義縣消防局,消防業務,嘉義縣消防局,消防局主管,5.1.2.5
2015,5.1.2.6-33050011108,674000,災害管理,消防局主管,嘉義縣消防局,消防業務,嘉義縣消防局,消防局主管,5.1.2.6
2015,5.1.2.7-33050011109,1888000,督察訓練,消防局主管,嘉義縣消防局,消防業務,嘉義縣消防局,消防局主管,5.1.2.7
2015,5.1.2.8-33050011110,6890000,防災企劃,消防局主管,嘉義縣消防局,消防業務,嘉義縣消防局,消防局主管,5.1.2.8
2015,5.1.2.9-33050011113,0,危險物品管理,消防局主管,嘉義縣消防局,消防業務,嘉義縣消防局,消防局主管,5.1.2.9
2015,5.1.3.1-33050019019,47189000,其他設備,消防局主管,嘉義縣消防局,一般建築及設備,嘉義縣消防局,消防局主管,5.1.3.1
2015,6.1.1.1-58080010101,32281000,行政管理,農業處主管,嘉義縣家畜疾病防,一般行政,嘉義縣家畜疾病防,農業處主管,6.1.1.1
2015,6.1.1.2-58080010102,2164000,所務管理,農業處主管,嘉義縣家畜疾病防,一般行政,嘉義縣家畜疾病防,農業處主管,6.1.1.2
2015,6.1.2.1-58080013301,2450000,中動物保健及,農業處主管,嘉義縣家畜疾病防,家畜防疫,嘉義縣家畜疾病防,農業處主管,6.1.2.1
2015,6.1.2.2-58080013302,1349000,水產動物疾病,農業處主管,嘉義縣家畜疾病防,家畜防疫,嘉義縣家畜疾病防,農業處主管,6.1.2.2
2015,6.1.2.3-58080013303,294000,家畜疫病檢驗,農業處主管,嘉義縣家畜疾病防,家畜防疫,嘉義縣家畜疾病防,農業處主管,6.1.2.3
2015,6.1.2.4-58080013304,177000,家禽疾病防治,農業處主管,嘉義縣家畜疾病防,家畜防疫,嘉義縣家畜疾病防,農業處主管,6.1.2.4
2015,6.1.2.5-58080013305,3370000,大動物疾病防,農業處主管,嘉義縣家畜疾病防,家畜防疫,嘉義縣家畜疾病防,農業處主管,6.1.2.5
2015,6.1.2.6-58080013306,255000,動物藥政管理,農業處主管,嘉義縣家畜疾病防,家畜防疫,嘉義縣家畜疾病防,農業處主管,6.1.2.6
2015,6.1.2.7-58080013307,5681000,動物保護及寵,農業處主管,嘉義縣家畜疾病防,家畜防疫,嘉義縣家畜疾病防,農業處主管,6.1.2.7
2015,6.1.3.1-58080019019,1750000,其他設備,農業處主管,嘉義縣家畜疾病防,一般建築及設備,嘉義縣家畜疾病防,農業處主管,6.1.3.1
2015,7.1.1.1-70110010101,74496000,行政管理,衛生局主管,嘉義縣衛生局,一般行政,嘉義縣衛生局,衛生局主管,7.1.1.1
2015,7.1.1.2-70110010102,7117000,財產保養,衛生局主管,嘉義縣衛生局,一般行政,嘉義縣衛生局,衛生局主管,7.1.1.2
2015,7.1.2.1-70110014501,19013000,防疫及疾病管,衛生局主管,嘉義縣衛生局,衛生業務,嘉義縣衛生局,衛生局主管,7.1.2.1
2015,7.1.2.2-70110014502,2569000,衛生企劃資訊,衛生局主管,嘉義縣衛生局,衛生業務,嘉義縣衛生局,衛生局主管,7.1.2.2
2015,7.1.2.3-70110014503,23918000,醫政管理,衛生局主管,嘉義縣衛生局,衛生業務,嘉義縣衛生局,衛生局主管,7.1.2.3
2015,7.1.2.4-70110014505,34061000,衛生保健,衛生局主管,嘉義縣衛生局,衛生業務,嘉義縣衛生局,衛生局主管,7.1.2.4
2015,7.1.2.5-70110014506,8107000,衛生檢驗,衛生局主管,嘉義縣衛生局,衛生業務,嘉義縣衛生局,衛生局主管,7.1.2.5
2015,7.1.2.6-70110014508,1280000,衛政管理,衛生局主管,嘉義縣衛生局,衛生業務,嘉義縣衛生局,衛生局主管,7.1.2.6
2015,7.1.2.7-70110014514,21888000,健康促進,衛生局主管,嘉義縣衛生局,衛生業務,嘉義縣衛生局,衛生局主管,7.1.2.7
2015,7.1.2.8-70110014515,7031000,藥物暨食品管,衛生局主管,嘉義縣衛生局,衛生業務,嘉義縣衛生局,衛生局主管,7.1.2.8
2015,7.1.2.9-70110014516,8769000,毒品危害防制,衛生局主管,嘉義縣衛生局,衛生業務,嘉義縣衛生局,衛生局主管,7.1.2.9
2015,7.1.3.1-70110014601,234941000,一般行政,衛生局主管,嘉義縣衛生局,衛生所業務,嘉義縣衛生局,衛生局主管,7.1.3.1
2015,7.1.3.2-70110014602,6204000,公共衛生,衛生局主管,嘉義縣衛生局,衛生所業務,嘉義縣衛生局,衛生局主管,7.1.3.2
2015,7.1.4.1-70110019001,14092000,衛生設備,衛生局主管,嘉義縣衛生局,一般建築及設備,嘉義縣衛生局,衛生局主管,7.1.4.1
2015,7.2.1.1-70110020101,12923000,行政管理,衛生局主管,嘉義縣慢性病防治,一般行政,嘉義縣慢性病防治,衛生局主管,7.2.1.1
2015,7.2.2.1-70110024701,1617000,慢性病防治工,衛生局主管,嘉義縣慢性病防治,慢性病防治,嘉義縣慢性病防治,衛生局主管,7.2.2.1
2015,7.2.3.1-70110029002,35000,各項建築及設,衛生局主管,嘉義縣慢性病防治,一般建築及設備,嘉義縣慢性病防治,衛生局主管,7.2.3.1
2015,8.1.1.1-73120010101,39567000,行政管理,環境保護局主管,嘉義縣環境保護局,一般行政,嘉義縣環境保護局,環境保護局主管,8.1.1.1
2015,8.1.1.2-73120010102,5944000,局務管理,環境保護局主管,嘉義縣環境保護局,一般行政,嘉義縣環境保護局,環境保護局主管,8.1.1.2
2015,8.1.2.1-73120015201,1039000,環境管理綜合,環境保護局主管,嘉義縣環境保護局,環保業務,嘉義縣環境保護局,環境保護局主管,8.1.2.1
2015,8.1.2.2-73120015202,319000,空氣及噪音防,環境保護局主管,嘉義縣環境保護局,環保業務,嘉義縣環境保護局,環境保護局主管,8.1.2.2
2015,8.1.2.3-73120015203,8974000,環境衛生及廢,環境保護局主管,嘉義縣環境保護局,環保業務,嘉義縣環境保護局,環境保護局主管,8.1.2.3
2015,8.1.2.4-73120015204,23929000,水污染防治,環境保護局主管,嘉義縣環境保護局,環保業務,嘉義縣環境保護局,環境保護局主管,8.1.2.4
2015,8.1.2.5-73120015206,37690000,環保設施管理,環境保護局主管,嘉義縣環境保護局,環保業務,嘉義縣環境保護局,環境保護局主管,8.1.2.5
2015,8.1.3.1-73120019001,64437000,各項設備,環境保護局主管,嘉義縣環境保護局,一般建築及設備,嘉義縣環境保護局,環境保護局主管,8.1.3.1
2015,9.1.1.1-77130010101,11098000,行政管理,警察局主管,嘉義縣警察局,一般行政,嘉義縣警察局,警察局主管,9.1.1.1
2015,9.1.1.2-77130010102,1812420000,業務管理,警察局主管,嘉義縣警察局,一般行政,嘉義縣警察局,警察局主管,9.1.1.2
2015,9.1.1.3-77130010103,56159000,車輛及廳舍維,警察局主管,嘉義縣警察局,一般行政,嘉義縣警察局,警察局主管,9.1.1.3
2015,9.1.1.4-77130010104,184000,會計業務,警察局主管,嘉義縣警察局,一般行政,嘉義縣警察局,警察局主管,9.1.1.4
2015,9.1.1.5-77130010105,4169000,人事業務,警察局主管,嘉義縣警察局,一般行政,嘉義縣警察局,警察局主管,9.1.1.5
2015,9.1.1.6-77130010106,4720000,資訊管理,警察局主管,嘉義縣警察局,一般行政,嘉義縣警察局,警察局主管,9.1.1.6
2015,9.1.1.7-77130010107,1492000,公關業務聯繫,警察局主管,嘉義縣警察局,一般行政,嘉義縣警察局,警察局主管,9.1.1.7
2015,9.1.1.8-77130010108,402000,政風業務,警察局主管,嘉義縣警察局,一般行政,嘉義縣警察局,警察局主管,9.1.1.8
2015,9.1.2.1-77130016501,704000,警察行政工作,警察局主管,嘉義縣警察局,警政業務,嘉義縣警察局,警察局主管,9.1.2.1
2015,9.1.2.2-77130016502,23951000,保安業務,警察局主管,嘉義縣警察局,警政業務,嘉義縣警察局,警察局主管,9.1.2.2
2015,9.1.2.3-77130016503,347000,保防業務,警察局主管,嘉義縣警察局,警政業務,嘉義縣警察局,警察局主管,9.1.2.3
2015,9.1.2.4-77130016504,2523000,督察業務,警察局主管,嘉義縣警察局,警政業務,嘉義縣警察局,警察局主管,9.1.2.4
2015,9.1.2.5-77130016505,0,戶口業務,警察局主管,嘉義縣警察局,警政業務,嘉義縣警察局,警察局主管,9.1.2.5
2015,9.1.2.6-77130016506,16570000,交通管理,警察局主管,嘉義縣警察局,警政業務,嘉義縣警察局,警察局主管,9.1.2.6
2015,9.1.2.7-77130016507,7219000,刑事業務,警察局主管,嘉義縣警察局,警政業務,嘉義縣警察局,警察局主管,9.1.2.7
2015,9.1.2.8-77130016508,189000,外事業務,警察局主管,嘉義縣警察局,警政業務,嘉義縣警察局,警察局主管,9.1.2.8
2015,9.1.2.9-77130016509,3477000,訓練業務,警察局主管,嘉義縣警察局,警政業務,嘉義縣警察局,警察局主管,9.1.2.9
2015,9.1.2.10-77130016511,1145000,勤指業務,警察局主管,嘉義縣警察局,警政業務,嘉義縣警察局,警察局主管,9.1.2.10
2015,9.1.2.11-77130016512,2904000,少年業務,警察局主管,嘉義縣警察局,警政業務,嘉義縣警察局,警察局主管,9.1.2.11
2015,9.1.2.12-77130016513,531000,婦幼業務,警察局主管,嘉義縣警察局,警政業務,嘉義縣警察局,警察局主管,9.1.2.12
2015,9.1.2.13-77130016514,657000,鑑識業務,警察局主管,嘉義縣警察局,警政業務,嘉義縣警察局,警察局主管,9.1.2.13
2015,9.1.2.14-77130016515,3477000,防治業務,警察局主管,嘉義縣警察局,警政業務,嘉義縣警察局,警察局主管,9.1.2.14
2015,9.1.3.1-77130016601,0,民防工作,警察局主管,嘉義縣警察局,警勤業務,嘉義縣警察局,警察局主管,9.1.3.1
2015,9.1.3.2-77130016602,2199000,防情管理,警察局主管,嘉義縣警察局,警勤業務,嘉義縣警察局,警察局主管,9.1.3.2
2015,9.1.4.1-77130019001,42484000,警察設備,警察局主管,嘉義縣警察局,一般建築及設備,嘉義縣警察局,警察局主管,9.1.4.1
2015,10.1.1.1-34140010101,170577000,行政管理,財政稅務局主管,嘉義縣財政稅務局,一般行政,嘉義縣財政稅務局,財政稅務局主管,10.1.1.1
2015,10.1.2.1-34140011201,1912000,財務收支管理,財政稅務局主管,嘉義縣財政稅務局,財政及公產業務,嘉義縣財政稅務局,財政稅務局主管,10.1.2.1
2015,10.1.2.2-34140011202,120000,監督鄉鎮財政,財政稅務局主管,嘉義縣財政稅務局,財政及公產業務,嘉義縣財政稅務局,財政稅務局主管,10.1.2.2
2015,10.1.2.3-34140011204,675000,財產管理,財政稅務局主管,嘉義縣財政稅務局,財政及公產業務,嘉義縣財政稅務局,財政稅務局主管,10.1.2.3
2015,10.1.2.4-34140011205,514000,公有房地出售,財政稅務局主管,嘉義縣財政稅務局,財政及公產業務,嘉義縣財政稅務局,財政稅務局主管,10.1.2.4
2015,10.1.2.5-34140011206,566000,公有房地清查,財政稅務局主管,嘉義縣財政稅務局,財政及公產業務,嘉義縣財政稅務局,財政稅務局主管,10.1.2.5
2015,10.1.2.6-34140011207,803000,庫款集中支付,財政稅務局主管,嘉義縣財政稅務局,財政及公產業務,嘉義縣財政稅務局,財政稅務局主管,10.1.2.6
2015,10.1.2.7-34140011208,11817000,公有房地納賦,財政稅務局主管,嘉義縣財政稅務局,財政及公產業務,嘉義縣財政稅務局,財政稅務局主管,10.1.2.7
2015,10.1.2.8-34140011209,3422000,菸酒管理,財政稅務局主管,嘉義縣財政稅務局,財政及公產業務,嘉義縣財政稅務局,財政稅務局主管,10.1.2.8
2015,10.1.3.1-34140011301,529000,印花稅稽徵,財政稅務局主管,嘉義縣財政稅務局,稅捐稽徵業務,嘉義縣財政稅務局,財政稅務局主管,10.1.3.1
2015,10.1.3.2-34140011302,18645000,使用牌照稅稽,財政稅務局主管,嘉義縣財政稅務局,稅捐稽徵業務,嘉義縣財政稅務局,財政稅務局主管,10.1.3.2
2015,10.1.3.3-34140011303,7323000,地價稅稽徵,財政稅務局主管,嘉義縣財政稅務局,稅捐稽徵業務,嘉義縣財政稅務局,財政稅務局主管,10.1.3.3
2015,10.1.3.4-34140011304,4575000,土地增值稅稽,財政稅務局主管,嘉義縣財政稅務局,稅捐稽徵業務,嘉義縣財政稅務局,財政稅務局主管,10.1.3.4
2015,10.1.3.5-34140011305,4184000,房屋稅稽徵,財政稅務局主管,嘉義縣財政稅務局,稅捐稽徵業務,嘉義縣財政稅務局,財政稅務局主管,10.1.3.5
2015,10.1.3.6-34140011306,188000,娛樂稅稽徵,財政稅務局主管,嘉義縣財政稅務局,稅捐稽徵業務,嘉義縣財政稅務局,財政稅務局主管,10.1.3.6
2015,10.1.3.7-34140011307,3354000,稅務行政管理,財政稅務局主管,嘉義縣財政稅務局,稅捐稽徵業務,嘉義縣財政稅務局,財政稅務局主管,10.1.3.7
2015,10.1.3.8-34140011308,149000,處理違章與行,財政稅務局主管,嘉義縣財政稅務局,稅捐稽徵業務,嘉義縣財政稅務局,財政稅務局主管,10.1.3.8
2015,10.1.3.9-34140011309,3687000,納稅服務業務,財政稅務局主管,嘉義縣財政稅務局,稅捐稽徵業務,嘉義縣財政稅務局,財政稅務局主管,10.1.3.9
2015,10.1.3.10-34140011310,7661000,稅務資料電子,財政稅務局主管,嘉義縣財政稅務局,稅捐稽徵業務,嘉義縣財政稅務局,財政稅務局主管,10.1.3.10
2015,10.1.4.1-34140019019,8685000,其他設備,財政稅務局主管,嘉義縣財政稅務局,一般建築及設備,嘉義縣財政稅務局,財政稅務局主管,10.1.4.1
2015,10.1.5.1-79140016801,488000000,債務付息,財政稅務局主管,嘉義縣財政稅務局,債務付息,嘉義縣財政稅務局,財政稅務局主管,10.1.5.1
2015,10.1.6.1-85140017001,99000000,平衡鄉鎮預算,財政稅務局主管,嘉義縣財政稅務局,平衡鄉鎮預算,嘉義縣財政稅務局,財政稅務局主管,10.1.6.1
2015,11.1.1.1-66150010201,98729000,社會保險,社會局主管,嘉義縣社會局,社會保險,嘉義縣社會局,社會局主管,11.1.1.1
2015,11.1.2.1-67150014206,146737000,社會救助,社會局主管,嘉義縣社會局,社政業務,嘉義縣社會局,社會局主管,11.1.2.1
2015,11.1.2.2-67150014207,1289000,社會救助金後,社會局主管,嘉義縣社會局,社政業務,嘉義縣社會局,社會局主管,11.1.2.2
2015,11.1.3.1-68150010101,99619000,行政管理,社會局主管,嘉義縣社會局,一般行政,嘉義縣社會局,社會局主管,11.1.3.1
2015,11.1.4.1-68150014201,13280000,社會行政,社會局主管,嘉義縣社會局,社政業務,嘉義縣社會局,社會局主管,11.1.4.1
2015,11.1.4.2-68150014202,773931000,老人與社會福,社會局主管,嘉義縣社會局,社政業務,嘉義縣社會局,社會局主管,11.1.4.2
2015,11.1.4.3-68150014205,32779000,社會工作,社會局主管,嘉義縣社會局,社政業務,嘉義縣社會局,社會局主管,11.1.4.3
2015,11.1.4.4-68150014207,1001525000,身心障礙福利,社會局主管,嘉義縣社會局,社政業務,嘉義縣社會局,社會局主管,11.1.4.4
2015,11.1.4.5-68150014208,273042000,兒童暨少年福,社會局主管,嘉義縣社會局,社政業務,嘉義縣社會局,社會局主管,11.1.4.5
2015,11.1.4.6-68150014209,47278000,婦女福利,社會局主管,嘉義縣社會局,社政業務,嘉義縣社會局,社會局主管,11.1.4.6
2015,11.1.4.7-68150014210,10010000,家暴暨性侵害,社會局主管,嘉義縣社會局,社政業務,嘉義縣社會局,社會局主管,11.1.4.7
2015,11.1.4.8-68150014211,45154000,社區發展,社會局主管,嘉義縣社會局,社政業務,嘉義縣社會局,社會局主管,11.1.4.8
2015,11.1.4.9-68150014212,1181000,身心障礙福利,社會局主管,嘉義縣社會局,社政業務,嘉義縣社會局,社會局主管,11.1.4.9
2015,11.1.4.10-68150014214,4383000,志願服務,社會局主管,嘉義縣社會局,社政業務,嘉義縣社會局,社會局主管,11.1.4.10
2015,11.1.4.11-68150014215,170319000,長期照顧,社會局主管,嘉義縣社會局,社政業務,嘉義縣社會局,社會局主管,11.1.4.11
2015,11.1.4.12-68150014217,26032000,兒童暨少年保,社會局主管,嘉義縣社會局,社政業務,嘉義縣社會局,社會局主管,11.1.4.12
2015,11.1.5.1-68150019019,14944000,其他設備,社會局主管,嘉義縣社會局,一般建築及設備,嘉義縣社會局,社會局主管,11.1.5.1
2015,11.1.6.1-69150014402,5498000,勞工組織,社會局主管,嘉義縣社會局,勞資關係與福利,嘉義縣社會局,社會局主管,11.1.6.1
2015,11.1.6.2-69150014411,2469000,勞工福利暨勞,社會局主管,嘉義縣社會局,勞資關係與福利,嘉義縣社會局,社會局主管,11.1.6.2
2015,11.1.6.3-69150014412,1948000,勞資關係暨勞,社會局主管,嘉義縣社會局,勞資關係與福利,嘉義縣社會局,社會局主管,11.1.6.3
2015,11.1.6.4-69150014413,344000,促進就業與職,社會局主管,嘉義縣社會局,勞資關係與福利,嘉義縣社會局,社會局主管,11.1.6.4
2015,12.1.1.1-53160012202,68935000,藝文推廣,文化觀光局主管,嘉義縣文化觀光局,文教活動,嘉義縣文化觀光局,文化觀光局主管,12.1.1.1
2015,12.1.1.2-53160012203,11292000,文化資產,文化觀光局主管,嘉義縣文化觀光局,文教活動,嘉義縣文化觀光局,文化觀光局主管,12.1.1.2
2015,12.1.2.1-53160018901,22978000,其他設備,文化觀光局主管,嘉義縣文化觀光局,文化建築及設備,嘉義縣文化觀光局,文化觀光局主管,12.1.2.1
2015,12.1.3.1-61160010101,47703000,行政管理,文化觀光局主管,嘉義縣文化觀光局,一般行政,嘉義縣文化觀光局,文化觀光局主管,12.1.3.1
2015,12.1.4.1-61160013801,21750000,觀光產業,文化觀光局主管,嘉義縣文化觀光局,觀光業務,嘉義縣文化觀光局,文化觀光局主管,12.1.4.1
2015,12.1.4.2-61160013803,18303000,綜合企劃,文化觀光局主管,嘉義縣文化觀光局,觀光業務,嘉義縣文化觀光局,文化觀光局主管,12.1.4.2
2015,12.1.5.1-61160018801,51700000,觀光事業工程,文化觀光局主管,嘉義縣文化觀光局,觀光事業工程,嘉義縣文化觀光局,文化觀光局主管,12.1.5.1
2015,12.1.6.1-61160019019,2500000,其他設備,文化觀光局主管,嘉義縣文化觀光局,一般建築及設備,嘉義縣文化觀光局,文化觀光局主管,12.1.6.1
2015,12.2.1.1-53160020101,29183000,行政管理,文化觀光局主管,嘉義縣表演藝術中,一般行政,嘉義縣表演藝術中,文化觀光局主管,12.2.1.1
2015,12.2.2.1-53160022201,9828000,藝術展演,文化觀光局主管,嘉義縣表演藝術中,文教活動,嘉義縣表演藝術中,文化觀光局主管,12.2.2.1
2015,12.2.3.1-53160029019,5200000,其他設備,文化觀光局主管,嘉義縣表演藝術中,一般建築及設備,嘉義縣表演藝術中,文化觀光局主管,12.2.3.1
2015,13.1.1.1-32170010101,15958000,行政管理,人事處主管,嘉義縣人力發展所,一般行政,嘉義縣人力發展所,人事處主管,13.1.1.1
2015,13.1.2.1-32170010701,1760000,公教研習業務,人事處主管,嘉義縣人力發展所,人力發展業務,嘉義縣人力發展所,人事處主管,13.1.2.1
2015,13.1.3.1-32170019019,300000,其他設備,人事處主管,嘉義縣人力發展所,一般建築及設備,嘉義縣人力發展所,人事處主管,13.1.3.1
2015,14.1.1.1-75700026101,792270000,公務人員退休,統籌支撥科目,公務人員退休給付,公務人員退休給,公務人員退休給付,統籌支撥科目,14.1.1.1
2015,14.1.1.2-75700026102,2191878000,教育人員退休,統籌支撥科目,公務人員退休給付,公務人員退休給,公務人員退休給付,統籌支撥科目,14.1.1.2
2015,14.2.1.1-75700036201,21660000,公務人員撫卹,統籌支撥科目,公務人員撫卹給付,公務人員撫卹給,公務人員撫卹給付,統籌支撥科目,14.2.1.1
2015,14.2.1.2-75700036202,21259000,教育人員撫卹,統籌支撥科目,公務人員撫卹給付,公務人員撫卹給,公務人員撫卹給付,統籌支撥科目,14.2.1.2
2015,14.3.1.1-89700047301,95000000,公務人員各項,統籌支撥科目,公務人員各項補助,公務人員各項補,公務人員各項補助,統籌支撥科目,14.3.1.1
2015,14.3.1.2-89700047302,100000000,教育人員各項,統籌支撥科目,公務人員各項補助,公務人員各項補,公務人員各項補助,統籌支撥科目,14.3.1.2
2015,14.4.1.1-75700056501,12000000,公務人員因公,統籌支撥科目,公務人員因公致殘,公務人員因公致,公務人員因公致殘,統籌支撥科目,14.4.1.1
2015,14.4.1.2-75700056502,7200000,教育人員因公,統籌支撥科目,公務人員因公致殘,公務人員因公致,公務人員因公致殘,統籌支撥科目,14.4.1.2
2015,14.5.1.1-89700069101,228000000,災害準備金,統籌支撥科目,災害準備金,災害準備金,災害準備金,統籌支撥科目,14.5.1.1
2015,14.6.1.1-89700077501,25000000,各類員工待遇,統籌支撥科目,各類員工待遇準備,各類員工待遇準,各類員工待遇準備,統籌支撥科目,14.6.1.1
2015,15.1.1.1-01800010101,80000000,第二預備金,第二預備金,第二預備金,第二預備金,第二預備金,第二預備金,15.1.1.1
