year,code,amount,last_amount,name,topname,depname,depcat,category,cat,ref,comment
2017,2.35.3.1-60023250201,3960000,3100000,小型工程,高雄市政府主管,高雄市茄萣區公所,高雄市茄萣區公所,基層建設,高雄市政府主管,2.35.3.1,"本年度編列修建6公尺以下巷道工程及小型排水溝工程3,960千元。"
2017,2.36.1.1-33023260101,31337000,31703000,行政管理,高雄市政府主管,高雄市永安區公所,高雄市永安區公所,一般行政,高雄市政府主管,2.36.1.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費23,990千元與上年度同。
2.基本行政工作維持費3,528千元，較上年度減列三節慰問金等經費270千元。
3.里鄰長及里幹事相關經費3,819千元，較上年度減列96千元。"
2017,2.36.2.1-33023260401,193330000,101240000,業務管理,高雄市政府主管,高雄市永安區公所,高雄市永安區公所,區公所業務,高雄市政府主管,2.36.2.1,"本年度預算數較上年度增列92,090千元，包括：
1.區公所共同費用項目經費3,368千元，較上年度減列區里公共設施及環境改善105年補辦預算等經費487千元。
2.辦理中央補助與回饋金業務經費183,689千元，較上年度增列92,870千元。
3.其他業務運作經費6,273千元，較上年度減列烏樹林段墳墓遷葬費等經費293千元。"
2017,2.36.3.1-60023260201,30692000,23080000,小型工程,高雄市政府主管,高雄市永安區公所,高雄市永安區公所,基層建設,高雄市政府主管,2.36.3.1,"本年度編列項目如下:
1.修建6公尺以下巷道工程及小型排水溝工程3,912千元。
2.6公尺以下道路維護費1,300千元。
3.回饋金捐助基層公共建設及附屬設施維護費25,480千元。"
2017,2.37.1.1-33023270101,42871000,43755000,行政管理,高雄市政府主管,高雄市彌陀區公所,高雄市彌陀區公所,一般行政,高雄市政府主管,2.37.1.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費34,368千元，較上年度減列約僱人員1人之人事費520千元。
2.基本行政工作維持費662千元，較上年度減列三節慰問金等經費225千元。
3.里鄰長及里幹事相關經費7,841千元，較上年度減列139千元。"
2017,2.37.2.1-33023270401,55725000,42239000,業務管理,高雄市政府主管,高雄市彌陀區公所,高雄市彌陀區公所,區公所業務,高雄市政府主管,2.37.2.1,"本年度預算數較上年度增列13,486千元，包括：
1.區公所共同費用項目經費7,815千元，較上年度減列區里公共設施及環境改善等經費1,843千元。
2.中央補助與回饋金業務經費43,685千元，較上年度增列寒害漁業輔導計畫等經費15,936千元。  
3.其他業務運作經費4,225千元，較上年度減列業務助理2名等經費607千元。"
2017,2.37.3.1-60023270201,4917000,3870000,小型工程,高雄市政府主管,高雄市彌陀區公所,高雄市彌陀區公所,基層建設,高雄市政府主管,2.37.3.1,"本年度編列項目如下:
1.修建6公尺以下巷道工程及小型排水溝工程3,937千元。
2.6公尺以下道路維護費980千元。"
2017,2.38.1.1-33023280101,49426000,49607000,行政管理,高雄市政府主管,高雄市梓官區公所,高雄市梓官區公所,一般行政,高雄市政府主管,2.38.1.1,"本年度預算數之內容與上年度之比較如下:
1.人員維持費37,535千元與上年度同。
2.基本行政工作維持費2,208千元，較上年度減列退休(職)人員三節慰問金96千元。
3.里鄰長及里幹事相關經費9,683千元，較上年度減列85千元。"
2017,2.38.2.1-33023280401,15140000,16490000,業務管理,高雄市政府主管,高雄市梓官區公所,高雄市梓官區公所,區公所業務,高雄市政府主管,2.38.2.1,"本年度預算數較上年度減列1,350千元，包括:
1.區公所共同費用項目經費10,313千元，較上年度減列區里公共設施及環境改善費(105年補辦預算)等經費1,599千元。
2.辦理中央補助與回饋金業務經費681千元，較上年度增列382千元。
3.其他業務運作經費4,146千元，較上年度減列檔案室搬遷等經費133千元。"
2017,2.38.3.1-60023280201,5616000,4420000,小型工程,高雄市政府主管,高雄市梓官區公所,高雄市梓官區公所,基層建設,高雄市政府主管,2.38.3.1,"本年度編列項目如下：
1.修建6公尺以下巷道工程等4,116千元。
2.6公尺以下道路維護費1,500千元。"
2017,2.39.1.1-33023290101,67694000,68016000,行政管理,高雄市政府主管,高雄市旗山區公所,高雄市旗山區公所,一般行政,高雄市政府主管,2.39.1.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費51,312千元與上年度同。
2.基本行政工作維持費2,274千元，較上年度減列退休人員三節慰問金及電腦軟體等經費262千元。
3.里鄰長及里幹事相關經費14,108千元，較上年度減列60千元。"
2017,2.39.2.1-33023290401,45234000,43654000,業務管理,高雄市政府主管,高雄市旗山區公所,高雄市旗山區公所,區公所業務,高雄市政府主管,2.39.2.1,"本年度預算數較上年度增列1,580千元，包括： 
1.區公所共同費用項目經費13,977千元，較上年度減列區里公共設施及環境改善費(105年補辦預算)等經費1,870千元。
2.辦理中央補助與回饋金業務經費28,575千元，較上年度增列3,723千元。
3.其他業務運作經費2,682千元，較上年度減列104年度客委會補助辦理「高雄市旗山區福安庄客家聚落文史產業調查研究計畫」自籌等經費273千元。"
2017,2.39.3.1-60023290201,8697000,6900000,小型工程,高雄市政府主管,高雄市旗山區公所,高雄市旗山區公所,基層建設,高雄市政府主管,2.39.3.1,"本年度編列項目如下：
1.修建6公尺以下巷道工程及修建小型排水溝工程6,559千元。
2.6公尺以下道路維護費2,138千元。"
2017,2.40.1.1-33023300101,64412000,64578000,行政管理,高雄市政府主管,高雄市美濃區公所,高雄市美濃區公所,一般行政,高雄市政府主管,2.40.1.1,"本年度預算數之內容與上年度之比較如下:
1.人員維持費51,081千元與上年度同。
2.基本行政工作維持費1,538千元，較上年度減列退休人員三節慰問金等經費162千元。
3.里鄰長及里幹事相關經費11,793千元，較上年度減列4千元。"
2017,2.40.2.1-33023300401,48754000,44381000,業務管理,高雄市政府主管,高雄市美濃區公所,高雄市美濃區公所,區公所業務,高雄市政府主管,2.40.2.1,"本年度預算數之內容與上年度之比較如下:
1.區公所共同費用項目經費13,903千元，較上年度減列區里公共設施及環境改善費(105年補辦預算)等經費1,619千元。
2.辦理中央補助與回饋金業務經費29,534千元，較上年度增列6,246千元。
3.其他業務運作經費5,317千元，較上年度減列辦公廳舍及經管建物維護等經費254千元。"
2017,2.40.3.1-60023300201,7034000,5500000,小型工程,高雄市政府主管,高雄市美濃區公所,高雄市美濃區公所,基層建設,高雄市政府主管,2.40.3.1,"本年度編列項目如下:
1.修建6公尺以下巷道工程及小型排水溝工程4,534千元。
2.6公尺以下道路維護費2,500千元。"
2017,2.41.1.1-33023310101,42183000,42598000,行政管理,高雄市政府主管,高雄市六龜區公所,高雄市六龜區公所,一般行政,高雄市政府主管,2.41.1.1,"本年度預算數之內容與上年度之比較如下:
1.人員維持費31,801千元與上年度同。
2.基本行政工作維持費2,530千元，較上年度減列三節慰問金及電費等經費393千元。
3.里鄰長及里幹事相關經費7,852千元，較上年度減列22千元。"
2017,2.41.2.1-33023310401,30000000,50900000,業務管理,高雄市政府主管,高雄市六龜區公所,高雄市六龜區公所,區公所業務,高雄市政府主管,2.41.2.1,"本年度預算數較上年度減列20,900千元，包括:
1.區公所共同費用項目經費8,283千元，較上年度減列區里公共設施及環境改善費事(105年補辦預算)等經費862千元。
2.辦理中央補助與回饋金業務經費18,372元，較上年度減列17,987千元。
3.其他業務運作經費3,345千元，較上年度減列臨時人員酬金及新購車輛費用等經費2,051千元。"
2017,2.41.3.1-60023310201,9720000,88595000,小型工程,高雄市政府主管,高雄市六龜區公所,高雄市六龜區公所,基層建設,高雄市政府主管,2.41.3.1,"本年度編列項目如下:
1.修建6公尺以下巷道工程及小型排水溝工程2,000千元。
2.6公尺以下道路維護費7,720千元。"
2017,2.42.1.1-33023320101,32656000,32741000,行政管理,高雄市政府主管,高雄市甲仙區公所,高雄市甲仙區公所,一般行政,高雄市政府主管,2.42.1.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費26,840千元與上年度同。
2.基本行政工作維持費1,241千元，較上年度減列退休人員三節慰問金等經費72千元。
3.里鄰長及里幹事相關經費4,575千元，較上年度減列13千元。"
2017,2.42.2.1-33023320401,49608000,33089000,業務管理,高雄市政府主管,高雄市甲仙區公所,高雄市甲仙區公所,區公所業務,高雄市政府主管,2.42.2.1,"本年度預算數較上年度增列16,519千元，包括：
1.區公所共同費用項目經費3,842千元，較上年度減列區里公共設施及環境改善費(105年補辦預算)等經費878千元。
2.辦理中央補助與回饋金業務經費41,559千元，較年上年度增列17,409千元。
3.其他業務運作經費4,207千元，較上年度減列辦公廳舍修繕維護費等經費12千元。"
2017,2.42.3.1-60023320201,6818000,5400000,小型工程,高雄市政府主管,高雄市甲仙區公所,高雄市甲仙區公所,基層建設,高雄市政府主管,2.42.3.1,"本年度編列項目如下:
1.修建6公尺以下巷道工程及小型排水溝工程4,550千元。 
2.6公尺以下道路維護費2,268千元。"
2017,2.43.1.1-33023330101,34321000,34415000,行政管理,高雄市政府主管,高雄市杉林區公所,高雄市杉林區公所,一般行政,高雄市政府主管,2.43.1.1,"本年度預算數之內容與上年度之比較如下:
1.人員維持費28,408千元與上年度同。
2.基本行政工作維持費927千元，較上年度減列電腦軟體及退休人員三節慰問金等經費94千元。
3.里鄰長及里幹事相關經費4,986千元與上年度同。"
2017,2.43.2.1-33023330401,23463000,20375000,業務管理,高雄市政府主管,高雄市杉林區公所,高雄市杉林區公所,區公所業務,高雄市政府主管,2.43.2.1,"本年度預算數較上年度增列3,088千元，包括:
1.區公所共同費用項目經費5,340千元，較上年度減列區里公共設施及環境改善費(105年補辦預算)等經費712千元。
2.辦理中央補助與回饋金業務經費14,796千元，較上年度增列3,801千元。
3.其他業務運作經費3,327千元，較上年度減列標租建物屋頂設置太陽能設施回饋金1千元。"
2017,2.43.3.1-60023330201,6120000,4800000,小型工程,高雄市政府主管,高雄市杉林區公所,高雄市杉林區公所,基層建設,高雄市政府主管,2.43.3.1,"本年度編列項目如下:
1.修建6公尺以下巷道工程4,320千元。
2.6公尺以下道路維護費1,800千元。"
2017,2.44.1.1-33023340101,47048000,47179000,行政管理,高雄市政府主管,高雄市內門區公所,高雄市內門區公所,一般行政,高雄市政府主管,2.44.1.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費34,822千元與上年度同。
2.基本行政工作維持費1,133千元，較上年度減列三節慰問金等經費131千元。
3.里鄰長及里幹事相關經費11,093千元與上年度同。"
2017,2.44.2.1-33023340401,41348000,43025000,業務管理,高雄市政府主管,高雄市內門區公所,高雄市內門區公所,區公所業務,高雄市政府主管,2.44.2.1,"本年度預算數較上年度減列1,677千元，包括：
1.區公所共同費用項目經費8,143千元，較上年度減列區里公共設施及環境改善費(105年補辦預算)等經費1,610千元。
2.辦理中央補助與回饋金業務經費28,942千元，較上年度增列115千元。
3.其他業務運作經費4,263千元，較上年度減列文具紙張用品等經費182千元。"
2017,2.44.3.1-60023340201,7855000,6180000,小型工程,高雄市政府主管,高雄市內門區公所,高雄市內門區公所,基層建設,高雄市政府主管,2.44.3.1,"本年度編列項目如下:
1.修建6公尺以下巷道工程4,500千元。
2.6公尺以下道路維護費3,355千元。"
2017,3.1.1.1-33030300101,117126000,117556000,行政管理,高雄市政府民政局主管,高雄市政府民政局,高雄市政府民政局,一般行政,高雄市政府民政局主管,3.1.1.1,"本年度預算數之內容與上年度之比較如下:
1.人員維持費103,319千元，較上年度核實減列人事費88千元。
2.基本行政工作維持費13,807千元，較上年度減列資訊軟體及三節慰問金等經費342千元。"
2017,3.1.2.1-33030300501,32076000,31683000,區政監督業務,高雄市政府民政局主管,高雄市政府民政局,高雄市政府民政局,區政行政,高雄市政府民政局主管,3.1.2.1,"本年度預算數32,076千元，較上年度新增交通部觀光局補助2015年高雄左營萬年季活動等經費393千元。"
2017,3.1.3.1-33030300601,60735000,77546000,自治業務及里鄰組織,高雄市政府民政局主管,高雄市政府民政局,高雄市政府民政局,自治行政,高雄市政府民政局主管,3.1.3.1,"本年度預算數較上年度減列16,811千元，包括:
1.台電電協回饋金46,800千元，較上年度減列16,142千元。
2.基本行政工作維持費13,935千元，較上年度減列第2屆里長補選等經費669千元。"
2017,3.1.4.1-33030300801,11033000,11348000,戶籍行政業務,高雄市政府民政局主管,高雄市政府民政局,高雄市政府民政局,戶籍行政,高雄市政府民政局主管,3.1.4.1,"本年度預算數11,033千元，較上年度減列新住民生活適應輔導班、印製空白身分證(含膠膜)及空白戶口名簿、戶籍資料袋等經費315千元。"
2017,3.1.5.1-33030300901,621229000,624876000,各區戶政事務所業務,高雄市政府民政局主管,高雄市政府民政局,高雄市政府民政局,戶政事務所業務,高雄市政府民政局主管,3.1.5.1,"本年度預算數較上年度減列3,647千元，包括:
1.人員維持費574,145千元，較上年度核實減列人事費490千元。
2.三節慰問金294千元，較上年度減列1,524千元。
3.基本行政維持費46,790千元，較上年度減列1,633千元。"
2017,3.1.6.1-33030307901,280000,280000,第一預備金,高雄市政府民政局主管,高雄市政府民政局,高雄市政府民政局,第一預備金,高雄市政府民政局主管,3.1.6.1,仍照上年度預算數編列。
2017,3.1.7.1-53030300201,9539000,9628000,宗教輔導及禮俗改善,高雄市政府民政局主管,高雄市政府民政局,高雄市政府民政局,宗教禮俗業務,高雄市政府民政局主管,3.1.7.1,"本年度預算數9,539千元，較上年度減列國內旅費89千元。"
2017,3.1.8.1-60030300201,99164000,242051000,小型工程,高雄市政府民政局主管,高雄市政府民政局,高雄市政府民政局,基層建設,高雄市政府民政局主管,3.1.8.1,"本年度預算數99,164千元，較上年度減列基層建設小型工程經費142,887千元。"
2017,3.2.1.1-33030310101,137718000,138019000,行政管理,高雄市政府民政局主管,高雄市殯葬管理處,高雄市殯葬管理處,一般行政,高雄市政府民政局主管,3.2.1.1,"本年度預算數之內容較上年度之比較如下:
1.人員維持費91,426千元，較上年度核實增列人事費169千元。
2.基本行政工作費46,292千元，較上年度減列業務助理及三節慰問金等經費470千元。"
2017,3.2.2.1-33030311001,41391000,92215000,火葬殯殮管理,高雄市政府民政局主管,高雄市殯葬管理處,高雄市殯葬管理處,殯葬業務,高雄市政府民政局主管,3.2.2.1,"本年度預算數較上年度減列50,824千元，包括:
1.減列火化屍體及環保金爐用油脂及天然氣等經費1,231千元。
2.上年度辦理4座火化爐暨空污設備汰換工程，預算業已編竣，所列49,593千元如數減列。"
2017,3.2.2.2-33030311002,10677000,1673000,設施企劃管理,高雄市政府民政局主管,高雄市殯葬管理處,高雄市殯葬管理處,殯葬業務,高雄市政府民政局主管,3.2.2.2,"本年度預算數10,677千元，較上年度增列杉林區第四公墓暨納骨塔新建工程等經費9,004千元。"
2017,3.2.2.3-33030311003,369000,369000,殯儀服務管理,高雄市政府民政局主管,高雄市殯葬管理處,高雄市殯葬管理處,殯葬業務,高雄市政府民政局主管,3.2.2.3,本年度預算數369千元，係辦理殯儀服務業務經費，與上年度同。
2017,3.2.2.4-33030311004,170967000,353201000,多元墓政管理,高雄市政府民政局主管,高雄市殯葬管理處,高雄市殯葬管理處,殯葬業務,高雄市政府民政局主管,3.2.2.4,"本年度預算數較上年度預算數減列182,234千元，包括:
1.公立納骨塔增設櫃位及周邊修繕工程20,475千元，較上年度增列2,475千元。
2.公墓、納骨塔及第二殯館現場人力勞務委外4,781千元，較上年度增列403千元。
3.覆鼎金公墓遷葬補助費119,549千元，較上年度減列142,912千元。
4.公墓道路、樹灑葬區檔土牆及納骨塔設施改善工程6,396千元，較上年度減列3,050千元。
5.上年度辦理阿蓮第一公墓遷葬前置作業費及周邊私有墳墓遷葬補償費，預算業已編竣，所列39,000千元如數減列。
6.上年度委外開發清明節祭祖為民服務軟體，預算業已編竣，所列150千元如數減列。"
2017,3.3.1.1-33030320101,51174000,0,行政管理,高雄市政府民政局主管,高雄市兵役處,高雄市兵役處,一般行政,高雄市政府民政局主管,3.3.1.1,"本年度預算數編列51,174千元，其項目如下：
1.人員維持費48,641千元。
2.基本行政工作維持費2,533千元。"
2017,3.3.2.1-33030322401,46311000,0,政軍業務,高雄市政府民政局主管,高雄市兵役處,高雄市兵役處,軍務行政,高雄市政府民政局主管,3.3.2.1,"本年度預算數編列46,311千元，其項目如下：
1.政軍服務34,138千元。
2.軍人忠靈祠10,012千元。
3.忠烈祠業務994千元。
4.八二三紀念館1,167千元。"
2017,3.3.3.1-33030322501,17374000,0,動員管理業務,高雄市政府民政局主管,高雄市兵役處,高雄市兵役處,兵役動員管理,高雄市政府民政局主管,3.3.3.1,"本年度預算數編列17,374千元，其項目如下：
1.人員加班費18千元。
2.全民防衛動員準備業務、敬軍慰勞、後備軍人及替代役備役動員管理等17,356千元。"
2017,3.3.4.1-33030322601,52995000,0,徵兵處理,高雄市政府民政局主管,高雄市兵役處,高雄市兵役處,兵員徵集,高雄市政府民政局主管,3.3.4.1,"本年度預算數編列52,995千元，其項目如下：
1.人員加班費37千元。
2.兵籍調查、役男檢查與抽籤、入營輸送作業等52,958千元。"
2017,4.1.1.1-34040400101,113577000,113883000,行政管理,高雄市政府財政局主管,高雄市政府財政局,高雄市政府財政局,一般行政,高雄市政府財政局主管,4.1.1.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費110,223千元，較上年度增列加班費32千元。
2.基本行政工作維持費3,354千元，較上年度減列健康檢查費及退休人員三節慰問金等經費338千元。"
2017,4.1.2.1-34040400201,1552000,2240000,財務行政,高雄市政府財政局主管,高雄市政府財政局,高雄市政府財政局,財務行政,高雄市政府財政局主管,4.1.2.1,"本年度預算數較上年度減列688千元，包括：
1.收據暨行政罰鍰管理系統維護費用336千元，較上年度增列112千元。
2.上年度辦理財政業務聯繫會報相關作業，預算業已編竣，所列800千元如數減列。"
2017,4.1.3.1-34040400301,826000,826000,稅務金融管理,高雄市政府財政局主管,高雄市政府財政局,高雄市政府財政局,稅務金融管理,高雄市政府財政局主管,4.1.3.1,本年度預算數826千元，係辦理基層金融機構及各項稅捐稽徵督導等經費，與上年度同。
2017,4.1.4.1-34040400401,26406000,31822000,菸酒管理,高雄市政府財政局主管,高雄市政府財政局,高雄市政府財政局,菸酒管理,高雄市政府財政局主管,4.1.4.1,"本年度預算數較上年度減列5,416千元，包括：
1.售電回饋金支應水電費73千元，較上年度增列48千元。
2.私劣菸品查緝經費及加班費26,096千元，較上年度減列5,464千元。"
2017,4.1.5.1-34040400501,3230000,3560000,公用財產管理,高雄市政府財政局主管,高雄市政府財政局,高雄市政府財政局,公用財產管理,高雄市政府財政局主管,4.1.5.1,"本年度預算數3,230千元，較上年度減列公有房舍管理經費330千元。"
2017,4.1.6.1-34040400601,143194000,127987000,非公用財產管理,高雄市政府財政局主管,高雄市政府財政局,高雄市政府財政局,非公用財產管理,高雄市政府財政局主管,4.1.6.1,"本年度預算數143,194千元，較上年度新增本市鳳山區鳳山段草店尾小段233-89地號市私共有地共有物分割地價補償費15,207千元。"
2017,4.1.7.1-34040400701,12787000,8592000,非公用財產開發,高雄市政府財政局主管,高雄市政府財政局,高雄市政府財政局,非公用財產開發,高雄市政府財政局主管,4.1.7.1,"本年度預算數較上年度增列4,195千元，包括：
1.新增龍華國小舊校地招標設定地上權應繳納地價稅9,406千元。
2.新增本市小港區二橋段1343地號一般公共設施維護費316千元。
3.新增本市前金區後金段859、860建號市有建物之大樓管理費128千元。
4.上年度辦理高雄捷運鳳山國中站周邊地區都市更新規劃委外作業及本市前鎮區瑞南段5地號市有土地，參與第75期市地重劃，重劃後應繳差額地價款，預算業已編竣，所列5,655千元如數減列。"
2017,4.1.8.1-34040400801,19899000,20099000,集中支付及市庫現金,高雄市政府財政局主管,高雄市政府財政局,高雄市政府財政局,集中支付及市庫現金管,高雄市政府財政局主管,4.1.8.1,"本年度預算數19,899千元，較上年度減列通匯手續費、掛號郵資及入戶通知傳真費200千元。"
2017,4.1.9.1-34040407901,233000,233000,第一預備金,高雄市政府財政局主管,高雄市政府財政局,高雄市政府財政局,第一預備金,高雄市政府財政局主管,4.1.9.1,仍照上年度預算數編列。
2017,4.1.10.1-61040408101,3951000,123907000,高雄市市有財產開發,高雄市政府財政局主管,高雄市政府財政局,高雄市政府財政局,非營業特種基金,高雄市政府財政局主管,4.1.10.1,"本年度預算數較上年度減列119,956千元，包括：
1.新增促參案件獎勵金補助高雄市市有財產開發基金3,951千元。
2.上年度辦理市有土地及建物作價投資高雄市市有財產開發基金，預算業已編竣，所列123,907千元如數減列。"
2017,4.1.11.1-79040400202,2109546000,2104203000,債務付息,高雄市政府財政局主管,高雄市政府財政局,高雄市政府財政局,債務付息,高雄市政府財政局主管,4.1.11.1,"本年度預算數2,109,546千元，較上年度增列債務付息5,343千元。"
2017,4.1.12.1-80040400201,7225000,12568000,市債經理,高雄市政府財政局主管,高雄市政府財政局,高雄市政府財政局,市債經理,高雄市政府財政局主管,4.1.12.1,"本年度預算數較上年度減列5,343千元，包括：
1.公債還本付息手續費7,225千元，較上年度增列1,657千元。
2.上年度公債發行手續費及登錄處理費，預算業已編竣，所列7,000千元如數減列。"
2017,4.2.1.1-34040410101,598516000,613329000,行政管理,高雄市政府財政局主管,高雄市稅捐稽徵處,高雄市稅捐稽徵處,一般行政,高雄市政府財政局主管,4.2.1.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費554,915千元，較上年度核實減列人事費4,496千元。
2.基本行政工作維持費43,601千元，較上年度減列汰換空調主機及設立分處等經費10,317千元。"
2017,4.2.2.1-34040410901,2973000,3029000,納稅服務,高雄市政府財政局主管,高雄市稅捐稽徵處,高雄市稅捐稽徵處,稅捐稽徵業務,高雄市政府財政局主管,4.2.2.1,"本年度預算數2,973千元，較上年度減列國內旅費56千元。"
2017,4.2.2.2-34040410902,46729000,48370000,財產稅稽徵,高雄市政府財政局主管,高雄市稅捐稽徵處,高雄市稅捐稽徵處,稅捐稽徵業務,高雄市政府財政局主管,4.2.2.2,"本年度預算數較上年度減列1,641千元，包括：
1.房屋稅稽徵25,120千元，較上年度增列委外開徵繳款書及催繳等經費33千元。
2.土地稅稽徵21,609千元，較上年度減列通訊費及臨時人員酬金等經費1,674千元。"
2017,4.2.2.3-34040410903,20261000,44621000,消費稅稽徵,高雄市政府財政局主管,高雄市稅捐稽徵處,高雄市稅捐稽徵處,稅捐稽徵業務,高雄市政府財政局主管,4.2.2.3,"本年度預算數較上年度減列24,360千元，包括：
1.新增委外人力辦理牌照稅相關業務5,110千元。
2.新增委託金融機構代收稅款手續費805千元。
3.委外開徵繳款書及催繳等經費8,496千元，較上年度增列582千元。
4.臨時人員酬金2,197千元，較上年度減列1,477千元。
5.使用牌照稅委託代徵手續費，預算業已編竣，所列29,380千元如數減列。"
2017,4.2.3.1-34040411001,22129000,22690000,稅務管理,高雄市政府財政局主管,高雄市稅捐稽徵處,高雄市稅捐稽徵處,稅務管理,高雄市政府財政局主管,4.2.3.1,"本年度預算數22,129千元，較上年度減列臨時人員酬金、清理查欠及移送等經費561千元。"
2017,4.2.3.2-34040411002,19384000,19053000,電子作業,高雄市政府財政局主管,高雄市稅捐稽徵處,高雄市稅捐稽徵處,稅務管理,高雄市政府財政局主管,4.2.3.2,"本年度預算數較上年度增列331千元，包括：
1.資訊軟硬體設備購置經費3,000千元，較上年度增列465千元。
2.國內旅費300千元，較上年度減列134千元。"
2017,4.2.3.3-34040411003,2115000,2362000,違章及行政救濟,高雄市政府財政局主管,高雄市稅捐稽徵處,高雄市稅捐稽徵處,稅務管理,高雄市政府財政局主管,4.2.3.3,"本年度預算數2,115千元，較上年度減列舉發人財務罰鍰獎金、行政訴訟及律師費等經費247千元。"
2017,5.1.1.1-51050508101,41574217000,42191049000,教育發展基金,高雄市政府教育局主管,高雄市政府教育局,高雄市政府教育局,非營業特種基金,高雄市政府教育局主管,5.1.1.1,"本年度預算數較上年度減列616,832千元，包括：
1.新增以前年度(100年至104年)市府墊付款轉正170,047千元。
2.教學及行政業務、工程設備等經費3,060,559千元，較上年度減列259,845千元。
3.正式員額薪資、退休撫卹金及福利費、年終慰問金與各項補助等用人費用36,913,879千元，較上年度減列515,893千元。
4.公私立高中職(進修學校)、私立國中等學雜費330,256千元，較上年度減列11,141千元。"
2017,5.1.2.1-53050507901,190000,190000,第一預備金,高雄市政府教育局主管,高雄市政府教育局,高雄市政府教育局,第一預備金,高雄市政府教育局主管,5.1.2.1,仍照上年度預算數編列。
2017,5.2.1.1-53050510101,74935000,75811000,行政管理,高雄市政府教育局主管,高雄市體育處,高雄市體育處,一般行政,高雄市政府教育局主管,5.2.1.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費74,211千元，較上年度核實減列人事費835千元。
2.基本行政工作維持費724千元，較上年度減列退休人員三節慰問金等經費41千元。"
2017,5.2.2.1-53050510301,316369000,359813000,管理與活動,高雄市政府教育局主管,高雄市體育處,高雄市體育處,管理及設備,高雄市政府教育局主管,5.2.2.1,"本年度預算數較上年度減列43,444千元，包括：
1.新增參加全國運動會及代表隊培訓12,000千元。
2.新增運動愛i台灣計畫16,274千元。
3.一般業務174,537千元，較上年度增列地價稅214千元。
4.體育活動68,927千元，較上年度增列國外旅費230千元。
5.世運主場館營運管理34,666千元，較上年度減列機電空調等維護費1,902千元。
6.上年度辦理104年度全國運動會、中央補助補辦預算及全民運動會等相關計畫預算業已編竣，所列70,260千元如數減列。"
2017,5.2.3.1-53050510401,75900000,125777000,廳舍修建,高雄市政府教育局主管,高雄市體育處,高雄市體育處,廳舍興建與充實設備,高雄市政府教育局主管,5.2.3.1,"本年度編列項目如下：
1.各場地整修計畫74,900千元。
2.各場地建築物公共安全及消防設備申報1,000千元。"
2017,5.2.3.2-53050510402,500000,410000,充實設備,高雄市政府教育局主管,高雄市體育處,高雄市體育處,廳舍興建與充實設備,高雄市政府教育局主管,5.2.3.2,"本年度編列項目如下：
1.個人及筆記型電腦270千元。
2.低階工作站及機架式伺服器140千元。
3.網路設備(交換、路由器、防火牆等)90千元。"
2017,5.3.1.1-53050520101,33006000,33024000,行政管理,高雄市政府教育局主管,高雄市立社會教育館,高雄市立社會教育館,一般行政,高雄市政府教育局主管,5.3.1.1,"本年度預算數之內容與上年度之比較如下：
1.人員維持費31,461千元，與上年度同。
2.基本行政工作維持費1,545千元，較上年度減列退休員工三節慰問金18千元。"
2017,5.3.2.1-53050520501,13215000,11015000,業務管理,高雄市政府教育局主管,高雄市立社會教育館,高雄市立社會教育館,活動與管理,高雄市政府教育局主管,5.3.2.1,"本年度預算數13,215千元，較上年度增列演講廳及辦公室公共廁所整修工程等經費2,200千元。"
2017,5.3.2.2-53050520502,4337000,4745000,各項活動,高雄市政府教育局主管,高雄市立社會教育館,高雄市立社會教育館,活動與管理,高雄市政府教育局主管,5.3.2.2,"本年度預算數較上年度減列408千元，包括：
1.教育推廣班3,263千元，較上年度增列擴班鐘點費及學員研習費減免補助等經費147千元。
2.一般業務654千元，較上年度減列講座鐘點費及補助社教站辦理藝文活動等經費145千元。
3.青少年文化體育活動中心業務420千元，較上年度減列補助民間團體辦理全國性大型青少年競賽活動等經費410千元。"
2017,5.4.1.1-53050530101,8464000,8610000,行政管理,高雄市政府教育局主管,高雄市政府教育局家庭教,高雄市政府教育局家庭教,一般行政,高雄市政府教育局主管,5.4.1.1,"本年度預算數之內容與上年度之比較如下:
1.人員維持費7,108千元與上年度同。
2.基本行政工作維持費1,356千元，較上年度減列水電等經費146千元。"
2017,5.4.2.1-53050530501,419000,534000,業務管理,高雄市政府教育局主管,高雄市政府教育局家庭教,高雄市政府教育局家庭教,活動與管理,高雄市政府教育局主管,5.4.2.1,本年度預算數419千元，較上年度減列辦理家庭教育計畫經費115千元。
2017,5.4.2.2-53050530502,22536000,12615000,各項活動,高雄市政府教育局主管,高雄市政府教育局家庭教,高雄市政府教育局家庭教,活動與管理,高雄市政府教育局主管,5.4.2.2,"本年度預算數22,536千元，較上年度增列教育部補助辦理推展家庭教育各項活動計畫經費9,921千元。"
