,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,01,,"　　　5103029290901
　　　區政業務",,,,,,,"179,156",,,,,,,
,,03,,,,,,,,,"50300000000
新北市政府民政局主管",,,"2,521,400",,"2,607,676",,"2,665,728",,"-86,276",,,,,
,,,,03001,,,,,,,"　50300100000
　新北市政府民政局及所
　屬",,,"2,242,384",,"2,407,016",,"2,491,001",,"-164,632",,,,,
,,,,,,01,,,,,"　　503030010100
　　一般行政",,,"133,722",,"130,034",,"131,846",,"3,688",,,,,
,,,,,,,,,01,,"　　　5103030010101
　　　行政管理",,,"123,338",,"119,894",,"122,626",,"3,444",,,"經常門詳3冊47-48頁
一、本預算數係行政管理之
　　經費
二、本年度預算數123,338
　　千元，包括:
　　1.人事費121,332千元
　　2.業務費1,910千元
　　3.獎補助費96千元
三、本年度較上年度增加
　　3,444千元，包括：
　　增列人事費3,340千元
　　增列業務費98千元
　　增列獎補助費6千元
",,
,,,,,,,,,02,,"　　　5103030010102
　　　業務管理",,,"10,384",,"10,140",,"9,221",,244,,,"經常門詳3冊49-50頁
一、本預算數係業務管理之
　　經費
二、本年度預算數10,384
　　千元，包括:
　　1.業務費10,384千元
三、本年度較上年度增加
　　244千元，包括：
　　增列業務費244千元
",,
,,,,,,02,,,,,"　　503030010200
　　民政業務",,,"1,244,311",,"1,420,440",,"1,475,112",,"-176,129",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,28,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,新北市總預算,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,經資門併計,,,,,,,,,,中華民國105年度,,,,,,,,,單位：新臺幣千元,,,,
,,科　　　　　　　　目,,,,,,,,,,,,"本年度
預算數",,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說明,,
,,款,,項,,目,,,節,,名稱及編號,,,,,,,,,,,,,,
,,,,,,,,,02,,"　　　5103030010202
　　　民政業務",,,"1,244,311",,"1,420,440",,"1,475,112",,"-176,129",,,"經常門詳3冊51-57頁
資本門詳3冊58頁
一、本預算數係民政業務之
　　經費
二、本年度預算數
　　1,244,311
　　千元，包括:
　　1.人事費3,086千元
　　2.業務費115,701千元
　　3.獎補助費
　　　1,125,524千元
三、本年度較上年度減少
　　176,129千元，包括：
　　減列業務費2,210千元
　　減列獎補助費173,919千元
分支計畫包括：
地方行政7,234千元、督導自治工作及成果考核90,663千元、兵役勤管69,270千元、兵役徵集51,514千元、戶政管理814,130千元、民政設施211,500千元。
",,
,,,,,,03,,,,,"　　503030010300
　　戶政業務",,,"776,040",,"770,297",,"799,500",,"5,743",,,,,
,,,,,,,,,01,,"　　　5103030010301
　　　戶政業務工作",,,"767,872",,"758,853",,"759,197",,"9,019",,,"經常門詳3冊59-92頁
一、本預算數係戶政業務工
　　作之經費
二、本年度預算數767,872
　　千元，包括:
　　1.人事費653,493千元
　　2.業務費112,807千元
　　3.獎補助費1,572千元
三、本年度較上年度增加
　　9,019千元，包括：
　　增列人事費6,820千元
　　增列業務費2,169千元
　　增列獎補助費30千元
分支計畫包括：
板橋戶政事務所106,385千元、三重戶政事務所77,516千元、中和戶政事務所78,122千元、新莊戶政事務所74,620千元、新店戶政事務所72,981千元、永和戶政事務所42,591千元、樹林戶政事務所34,475千元、鶯歌戶政事務所15,808千元、三峽戶政事務所19,473千元、汐止戶政事務所36,845千元、瑞芳戶政事務所23,851千元、淡水戶政事務所29,591千元、土城戶政事務所47,750千元、蘆洲戶政事務所32,650千元、五股戶政事務所20,394千元、泰山戶政事務所14,821千元、林口戶政事務所18,547千元、金山戶政事務所21,450千元。
",,
,,,,,,,,,02,,"　　　5203030010302
　　　一般建築及設備",,,"8,168",,"11,444",,"40,303",,"-3,276",,,"資本門詳3冊93-96頁
各戶所辦公廳舍整修及購置設備等，以提高工作效率並提升",,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,29,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,新北市總預算,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,經資門併計,,,,,,,,,,中華民國105年度,,,,,,,,,單位：新臺幣千元,,,,
,,科　　　　　　　　目,,,,,,,,,,,,"本年度
預算數",,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說明,,
,,款,,項,,目,,,節,,名稱及編號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"為民服務品質。
一、本預算數係一般建築及
　　設備之經費
二、本年度預算數8,168
　　千元，包括:
　　1.設備及投資
　　　8,168千元
三、本年度較上年度減少
　　3,276千元，包括：
　　減列設備及投資3,276千元
分支計畫包括：
板橋戶政事務所387千元、三重戶政事務所40千元、中和戶政事務所1,755千元、新莊戶政事務所440千元、新店戶政事務所267千元、永和戶政事務所441千元、樹林戶政事務所484千元、鶯歌戶政事務所309千元、三峽戶政事務所118千元、汐止戶政事務所193千元、瑞芳戶政事務所24千元、土城戶政事務所162千元、蘆洲戶政事務所53千元、五股戶政事務所32千元、泰山戶政事務所495千元、林口戶政事務所152千元、金山戶政事務所2,816千元。
",,
,,,,,,07,,,,,"　　503030010700
　　一般建築及設備",,,"5,927",,"1,138",,"6,476",,"4,789",,,,,
,,,,,,,,,01,,"　　　5203030010701
　　　建築及設備",,,"5,927",,"1,138",,"6,476",,"4,789",,,"資本門詳3冊97頁
辦理公共設施、公有建築物、資訊軟硬體及辦公設備購置等。
一、本預算數係建築及設備
　　之經費
二、本年度預算數5,927
　　千元，包括:
　　1.設備及投資
　　　5,927千元
三、本年度較上年度增加
　　4,789千元，包括：
　　增列設備及投資4,789千元
",,
,,,,,,08,,,,,"　　503030010800
　　第一預備金",,,"8,908",,"9,934",,,,"-1,026",,,,,
,,,,,,,,,01,,"　　　5103030010801
　　　第一預備金",,,"8,908",,"9,934",,,,"-1,026",,,"經常門詳3冊98頁
一、本預算數係第一預備金
　　之經費
二、本年度預算數8,908
　　千元，包括:
　　1.預備金8,908千元
三、本年度較上年度減少
　　1,026千元，包括：
　　減列預備金1,026千元
",,
,,,,,,03,,,,,"　　507030010300
　　禮俗文獻",,,"73,476",,"75,173",,"78,066",,"-1,697",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,30,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,新北市總預算,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,經資門併計,,,,,,,,,,中華民國105年度,,,,,,,,,單位：新臺幣千元,,,,
,,科　　　　　　　　目,,,,,,,,,,,,"本年度
預算數",,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說明,,
,,款,,項,,目,,,節,,名稱及編號,,,,,,,,,,,,,,
,,,,,,,,,03,,"　　　5107030010303
　　　禮俗文獻",,,"73,476",,"75,173",,"78,066",,"-1,697",,,"經常門詳3冊99-100頁
一、本預算數係禮俗文獻之
　　經費
二、本年度預算數73,476
　　千元，包括:
　　1.業務費17,476千元
　　2.獎補助費56,000千元
三、本年度較上年度減少
　　1,697千元，包括：
　　減列業務費597千元
　　減列獎補助費1,100千元
分支計畫包括：
宗教禮俗72,166千元、祠務管理1,310千元。
",,
,,,,03012,,,,,,,"　50301200000
　新北市政府殯葬管理處",,,"279,016",,"200,660",,"174,727",,"78,356",,,,,
,,,,,,01,,,,,"　　514030120100
　　一般行政",,,"106,767",,"101,572",,"106,126",,"5,195",,,,,
,,,,,,,,,01,,"　　　5114030120101
　　　行政管理",,,"106,767",,"101,572",,"106,126",,"5,195",,,"經常門詳3冊134-137頁
一、本預算數係行政管理之
　　經費
二、本年度預算數106,767
　　千元，包括:
　　1.人事費72,993千元
　　2.業務費33,678千元
　　3.獎補助費96千元
三、本年度較上年度增加
　　5,195千元，包括：
　　增列人事費3,182千元
　　增列業務費2,013千元
",,
,,,,,,02,,,,,"　　514030120200
　　殯葬業務",,,"129,673",,"71,238",,"53,879",,"58,435",,,,,
,,,,,,,,,02,,"　　　5114030120202
　　　殯葬業務",,,"129,673",,"71,238",,"53,879",,"58,435",,,"經常門詳3冊138-141頁
一、本預算數係殯葬業務之
　　經費
二、本年度預算數129,673
　　千元，包括:
　　1.業務費98,827千元
　　2.獎補助費30,846千元
三、本年度較上年度增加
　　58,435千元，包括：
　　增列業務費34,339千元
　　增列獎補助費24,096千元
分支計畫包括：
規劃設置管理82,696千元、殯殮管理16,062千元、埋葬管理6,193千元、火葬管理24,722千元。
",,
,,,,,,08,,,,,"　　514030120800
　　一般建築及設備",,,"42,576",,"27,850",,"14,722",,"14,726",,,,,
,,,,,,,,,01,,"　　　5214030120801
　　　建築及設備",,,"42,576",,"27,850",,"14,722",,"14,726",,,"資本門詳3冊142頁
殯儀館遺體冷藏室冰櫃汰換、電子輓聯相關設備購置、殯葬管理系統線上申辦暨遺體條碼辨識資訊系統建置及殯儀館景",,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,31,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,新北市總預算,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,經資門併計,,,,,,,,,,中華民國105年度,,,,,,,,,單位：新臺幣千元,,,,
,,科　　　　　　　　目,,,,,,,,,,,,"本年度
預算數",,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說明,,
,,款,,項,,目,,,節,,名稱及編號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"福廳廂型冷氣汰舊換新等。
一、本預算數係建築及設備
　　之經費
二、本年度預算數42,576
　　千元，包括:
　　1.設備及投資
　　　42,576千元
三、本年度較上年度增加
　　14,726千元，包括：
　　增列設備及投資
　　14,726千元
",,
,,04,,,,,,,,,"50400000000
新北市政府地政局主管",,,"1,329,475",,"1,322,042",,"1,369,629",,"7,433",,,,,
,,,,04001,,,,,,,"　50400100000
　新北市政府地政局",,,"281,421",,"282,872",,"280,891",,"-1,451",,,,,
,,,,,,01,,,,,"　　503040010100
　　一般行政",,,"200,863",,"196,970",,"199,964",,"3,893",,,,,
,,,,,,,,,01,,"　　　5103040010101
　　　行政管理",,,"200,863",,"196,970",,"199,964",,"3,893",,,"經常門詳4冊59-61頁
一、本預算數係行政管理之
　　經費
二、本年度預算數200,863
　　千元，包括:
　　1.人事費196,063千元
　　2.業務費4,704千元
　　3.獎補助費96千元
三、本年度較上年度增加
　　3,893千元，包括：
　　增列人事費3,881千元
　　減列業務費6千元
　　增列獎補助費18千元
",,
,,,,,,04,,,,,"　　503040010400
　　地政業務",,,"72,620",,"75,202",,"70,521",,"-2,582",,,,,
,,,,,,,,,04,,"　　　5103040010404
　　　地政業務",,,"72,620",,"75,202",,"70,521",,"-2,582",,,"經常門詳4冊62-69頁
一、本預算數係地政業務之
　　經費
二、本年度預算數72,620
　　千元，包括:
　　1.人事費20,681千元
　　2.業務費47,553千元
　　3.獎補助費4,386千元
三、本年度較上年度減少
　　2,582千元，包括：
　　減列人事費194千元
　　減列業務費6,774千元
　　增列獎補助費4,386千元
分支計畫包括：
地籍業務7,052千元、地價業務1,373千元、地政資料業務9,043千元、徵收業務318千元、編定管制業務1,565千元、重劃業務1,776千元、區段徵收業務12,053千元、地籍測量業務39,440千元。
",,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,32,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,新北市總預算,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,經資門併計,,,,,,,,,,中華民國105年度,,,,,,,,,單位：新臺幣千元,,,,
,,科　　　　　　　　目,,,,,,,,,,,,"本年度
預算數",,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說明,,
,,款,,項,,目,,,節,,名稱及編號,,,,,,,,,,,,,,
,,,,,,07,,,,,"　　503040010700
　　一般建築及設備",,,"6,938",,"9,700",,"10,407",,"-2,762",,,,,
,,,,,,,,,01,,"　　　5203040010701
　　　建築及設備",,,"6,938",,"9,700",,"10,407",,"-2,762",,,"資本門詳4冊70頁
為提升地政業務品質與效率、外業測量精度、強化辦公環境及確保地政資訊作業安全，辦理各項測量儀器、網路設備、資訊軟硬體設備及辦公設備等汰換採購
一、本預算數係建築及設備
　　之經費
二、本年度預算數6,938
　　千元，包括:
　　1.設備及投資
　　　6,938千元
三、本年度較上年度減少
　　2,762千元，包括：
　　減列設備及投資2,762千元
",,
,,,,,,08,,,,,"　　503040010800
　　第一預備金",,,"1,000",,"1,000",,,,,,,,,
,,,,,,,,,01,,"　　　5103040010801
　　　第一預備金",,,"1,000",,"1,000",,,,,,,"經常門詳4冊71頁
一、本預算數係第一預備金
　　之經費
二、本年度預算數1,000
　　千元，包括:
　　1.預備金1,000千元
",,
,,,,04051,,,,,,,"　50405100000
　新北市板橋地政事務所",,,"156,315",,"154,892",,"150,964",,"1,423",,,,,
,,,,,,01,,,,,"　　503040510100
　　一般行政",,,"96,173",,"95,235",,"95,650",,938,,,,,
,,,,,,,,,01,,"　　　5103040510101
　　　行政管理",,,"96,173",,"95,235",,"95,650",,938,,,"經常門詳4冊101-102頁
一、本預算數係行政管理之
　　經費
二、本年度預算數96,173
　　千元，包括:
　　1.人事費94,633千元
　　2.業務費1,318千元
　　3.獎補助費222千元
三、本年度較上年度增加
　　938千元，包括：
　　增列人事費911千元
　　減列業務費21千元
　　增列獎補助費48千元
",,
,,,,,,04,,,,,"　　503040510400
　　地政業務",,,"54,819",,"54,221",,"50,151",,598,,,,,
,,,,,,,,,09,,"　　　5103040510409
　　　地政管理",,,"54,819",,"54,221",,"50,151",,598,,,"經常門詳4冊103-106頁
一、本預算數係地政管理之
　　經費
二、本年度預算數54,819
　　千元，包括:
　　1.人事費552千元
　　2.業務費29,799千元
　　3.獎補助費24,468千元
三、本年度較上年度增加
",,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,33,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,新北市總預算,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,經資門併計,,,,,,,,,,中華民國105年度,,,,,,,,,單位：新臺幣千元,,,,
,,科　　　　　　　　目,,,,,,,,,,,,"本年度
預算數",,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說明,,
,,款,,項,,目,,,節,,名稱及編號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"　　598千元，包括：
　　減列業務費838千元
　　增列獎補助費1,436千元
",,
,,,,,,07,,,,,"　　503040510700
　　一般建築及設備",,,"5,323",,"5,436",,"5,162",,-113,,,,,
,,,,,,,,,01,,"　　　5203040510701
　　　建築及設備",,,"5,323",,"5,436",,"5,162",,-113,,,"資本門詳4冊107頁
為推展地政業務，提昇為民服務品質，整建辦公廳舍及充實各項設備。
一、本預算數係建築及設備
　　之經費
二、本年度預算數5,323
　　千元，包括:
　　1.設備及投資
　　　5,323千元
三、本年度較上年度減少
　　113千元，包括：
　　減列設備及投資113千元
",,
,,,,04052,,,,,,,"　50405200000
　新北市新莊地政事務所",,,"157,296",,"158,449",,"146,940",,"-1,153",,,,,
,,,,,,01,,,,,"　　503040520100
　　一般行政",,,"93,874",,"92,610",,"93,537",,"1,264",,,,,
,,,,,,,,,01,,"　　　5103040520101
　　　行政管理",,,"93,874",,"92,610",,"93,537",,"1,264",,,"經常門詳4冊134-135頁
一、本預算數係行政管理之
　　經費
二、本年度預算數93,874
　　千元，包括:
　　1.人事費92,593千元
　　2.業務費1,143千元
　　3.獎補助費138千元
三、本年度較上年度增加
　　1,264千元，包括：
　　增列人事費1,264千元
",,
,,,,,,04,,,,,"　　503040520400
　　地政業務",,,"60,536",,"58,979",,"52,033",,"1,557",,,,,
,,,,,,,,,09,,"　　　5103040520409
　　　地政管理",,,"60,536",,"58,979",,"52,033",,"1,557",,,"經常門詳4冊136-139頁
一、本預算數係地政管理之
　　經費
二、本年度預算數60,536
　　千元，包括:
　　1.人事費1,656千元
　　2.業務費27,291千元
　　3.獎補助費31,589千元
三、本年度較上年度增加
　　1,557千元，包括：
　　增列人事費1千元
　　減列業務費794千元
　　增列獎補助費2,350千元
",,
,,,,,,07,,,,,"　　503040520700
　　一般建築及設備",,,"2,886",,"6,860",,"1,370",,"-3,974",,,,,
,,,,,,,,,01,,"　　　5203040520701
　　　建築及設備",,,"2,886",,"6,860",,"1,370",,"-3,974",,,"資本門詳4冊140頁
為推展地政業務，提昇為民服務品質，整建辦公廳舍及充實",,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,34,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,新北市總預算,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,經資門併計,,,,,,,,,,中華民國105年度,,,,,,,,,單位：新臺幣千元,,,,
,,科　　　　　　　　目,,,,,,,,,,,,"本年度
預算數",,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說明,,
,,款,,項,,目,,,節,,名稱及編號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"各項設備。
一、本預算數係建築及設備
　　之經費
二、本年度預算數2,886
　　千元，包括:
　　1.設備及投資
　　　2,886千元
三、本年度較上年度減少
　　3,974千元，包括：
　　減列設備及投資3,974千元
",,
,,,,04053,,,,,,,"　50405300000
　新北市新店地政事務所",,,"112,641",,"112,780",,"110,291",,-139,,,,,
,,,,,,01,,,,,"　　503040530100
　　一般行政",,,"72,841",,"71,329",,"72,196",,"1,512",,,,,
,,,,,,,,,01,,"　　　5103040530101
　　　行政管理",,,"72,841",,"71,329",,"72,196",,"1,512",,,"經常門詳4冊167-168頁
一、本預算數係行政管理之
　　經費
二、本年度預算數72,841
　　千元，包括:
　　1.人事費71,841千元
　　2.業務費868千元
　　3.獎補助費132千元
三、本年度較上年度增加
　　1,512千元，包括：
　　增列人事費1,512千元
",,
,,,,,,04,,,,,"　　503040530400
　　地政業務",,,"36,576",,"37,748",,"35,285",,"-1,172",,,,,
,,,,,,,,,09,,"　　　5103040530409
　　　地政管理",,,"36,576",,"37,748",,"35,285",,"-1,172",,,"經常門詳4冊169-172頁
一、本預算數係地政管理之
　　經費
二、本年度預算數36,576
　　千元，包括:
　　1.人事費1,104千元
　　2.業務費23,126千元
　　3.獎補助費12,346千元
三、本年度較上年度減少
　　1,172千元，包括：
　　減列業務費1,018千元
　　減列獎補助費154千元
",,
,,,,,,07,,,,,"　　503040530700
　　一般建築及設備",,,"3,224",,"3,703",,"2,810",,-479,,,,,
,,,,,,,,,01,,"　　　5203040530701
　　　建築及設備",,,"3,224",,"3,703",,"2,810",,-479,,,"資本門詳4冊173頁
為推展地政業務，提昇為民服務品質，整建辦公廳舍及充實各項設備。
一、本預算數係建築及設備
　　之經費
二、本年度預算數3,224
　　千元，包括:
　　1.設備及投資
　　　3,224千元
三、本年度較上年度減少
　　479千元，包括：
　　減列設備及投資479千元
",,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,35,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,新北市總預算,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,經資門併計,,,,,,,,,,中華民國105年度,,,,,,,,,單位：新臺幣千元,,,,
,,科　　　　　　　　目,,,,,,,,,,,,"本年度
預算數",,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說明,,
,,款,,項,,目,,,節,,名稱及編號,,,,,,,,,,,,,,
,,,,04054,,,,,,,"　50405400000
　新北市淡水地政事務所",,,"104,165",,"102,274",,"168,833",,"1,891",,,,,
,,,,,,01,,,,,"　　503040540100
　　一般行政",,,"66,931",,"64,817",,"66,481",,"2,114",,,,,
,,,,,,,,,01,,"　　　5103040540101
　　　行政管理",,,"66,931",,"64,817",,"66,481",,"2,114",,,"經常門詳4冊199-200頁
一、本預算數係行政管理之
　　經費
二、本年度預算數66,931
　　千元，包括:
　　1.人事費65,927千元
　　2.業務費896千元
　　3.獎補助費108千元
三、本年度較上年度增加
　　2,114千元，包括：
　　增列人事費2,040千元
　　增列業務費80千元
　　減列獎補助費6千元
",,
,,,,,,04,,,,,"　　503040540400
　　地政業務",,,"33,638",,"37,399",,"37,240",,"-3,761",,,,,
,,,,,,,,,09,,"　　　5103040540409
　　　地政管理",,,"33,638",,"37,399",,"37,240",,"-3,761",,,"經常門詳4冊201-205頁
一、本預算數係地政管理之
　　經費
二、本年度預算數33,638
　　千元，包括:
　　1.人事費2,450千元
　　2.業務費22,428千元
　　3.獎補助費8,760千元
三、本年度較上年度減少
　　3,761千元，包括：
　　增列人事費1千元
　　減列業務費1,012千元
　　減列獎補助費2,750千元
",,
,,,,,,07,,,,,"　　503040540700
　　一般建築及設備",,,"3,596",,58,,"65,113",,"3,538",,,,,
,,,,,,,,,01,,"　　　5203040540701
　　　建築及設備",,,"3,596",,58,,"65,113",,"3,538",,,"資本門詳4冊206頁
為推展地政業務，提昇為民服務品質，整建辦公廳舍及充實各項設備。
一、本預算數係建築及設備
　　之經費
二、本年度預算數3,596
　　千元，包括:
　　1.設備及投資
　　　3,596千元
三、本年度較上年度增加
　　3,538千元，包括：
　　增列設備及投資3,538千元
",,
,,,,04055,,,,,,,"　50405500000
　新北市汐止地政事務所",,,"96,527",,"96,568",,"96,792",,-41,,,,,
,,,,,,01,,,,,"　　503040550100
　　一般行政",,,"63,785",,"60,815",,"63,775",,"2,970",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,36,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,新北市總預算,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,經資門併計,,,,,,,,,,中華民國105年度,,,,,,,,,單位：新臺幣千元,,,,
,,科　　　　　　　　目,,,,,,,,,,,,"本年度
預算數",,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說明,,
,,款,,項,,目,,,節,,名稱及編號,,,,,,,,,,,,,,
,,,,,,,,,01,,"　　　5103040550101
　　　行政管理",,,"63,785",,"60,815",,"63,775",,"2,970",,,"經常門詳4冊231-232頁
一、本預算數係行政管理之
　　經費
二、本年度預算數63,785
　　千元，包括:
　　1.人事費62,856千元
　　2.業務費821千元
　　3.獎補助費108千元
三、本年度較上年度增加
　　2,970千元，包括：
　　增列人事費2,964千元
　　增列獎補助費6千元
",,
,,,,,,04,,,,,"　　503040550400
　　地政業務",,,"30,796",,"30,250",,"27,562",,546,,,,,
,,,,,,,,,09,,"　　　5103040550409
　　　地政管理",,,"30,796",,"30,250",,"27,562",,546,,,"經常門詳4冊233-236頁
一、本預算數係地政管理之
　　經費
二、本年度預算數30,796
　　千元，包括:
　　1.人事費1,104千元
　　2.業務費20,745千元
　　3.獎補助費8,947千元
三、本年度較上年度增加
　　546千元，包括：
　　減列業務費517千元
　　增列獎補助費1,063千元
",,
,,,,,,07,,,,,"　　503040550700
　　一般建築及設備",,,"1,946",,"5,503",,"5,455",,"-3,557",,,,,
,,,,,,,,,01,,"　　　5203040550701
　　　建築及設備",,,"1,946",,"5,503",,"5,455",,"-3,557",,,"資本門詳4冊237頁
為推展地政業務，提昇為民服務品質，整建辦公廳舍及充實各項設備。
一、本預算數係建築及設備
　　之經費
二、本年度預算數1,946
　　千元，包括:
　　1.設備及投資
　　　1,946千元
三、本年度較上年度減少
　　3,557千元，包括：
　　減列設備及投資3,557千元
",,
,,,,04056,,,,,,,"　50405600000
　新北市瑞芳地政事務所",,,"58,001",,"56,917",,"54,959",,"1,085",,,,,
,,,,,,01,,,,,"　　503040560100
　　一般行政",,,"33,120",,"33,300",,"32,330",,-180,,,,,
,,,,,,,,,01,,"　　　5103040560101
　　　行政管理",,,"33,120",,"33,300",,"32,330",,-180,,,"經常門詳4冊264-265頁
一、本預算數係行政管理之
　　經費
二、本年度預算數33,120
　　千元，包括:
　　1.人事費32,589千元
　　2.業務費477千元
　　3.獎補助費54千元
三、本年度較上年度減少
　　180千元，包括：
",,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,37,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,新北市總預算,,,,,,,,,,,,,,,,,,,,,,,
,,歲出機關別預算表,,,,,,,,,,,,,,,,,,,,,,,
,,經資門併計,,,,,,,,,,中華民國105年度,,,,,,,,,單位：新臺幣千元,,,,
,,科　　　　　　　　目,,,,,,,,,,,,"本年度
預算數",,"上年度
預算數",,"前年度
決算數",,"本年度與
上年度比較",,,說明,,
,,款,,項,,目,,,節,,名稱及編號,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"　　減列人事費180千元
",,
,,,,,,04,,,,,"　　503040560400
　　地政業務",,,"19,728",,"19,361",,"19,230",,368,,,,,
,,,,,,,,,09,,"　　　5103040560409
　　　地政管理",,,"19,728",,"19,361",,"19,230",,368,,,"經常門詳4冊266-269頁
一、本預算數係地政管理之
　　經費
二、本年度預算數19,728
　　千元，包括:
　　1.人事費1,837千元
　　2.業務費17,450千元
　　3.獎補助費441千元
三、本年度較上年度增加
　　368千元，包括：
　　增列人事費1千元
　　增列業務費246千元
　　增列獎補助費121千元
",,
,,,,,,07,,,,,"　　503040560700
　　一般建築及設備",,,"5,153",,"4,256",,"3,400",,897,,,,,
,,,,,,,,,01,,"　　　5203040560701
　　　建築及設備",,,"5,153",,"4,256",,"3,400",,897,,,"資本門詳4冊270頁
為推展地政業務，提昇為民服務品質，整建辦公廳舍及充實各項設備。
一、本預算數係建築及設備
　　之經費
二、本年度預算數5,153
　　千元，包括:
　　1.設備及投資
　　　5,153千元
三、本年度較上年度增加
　　897千元，包括：
　　增列設備及投資897千元
",,
,,,,04057,,,,,,,"　50405700000
　新北市三重地政事務所",,,"133,437",,"130,229",,"126,920",,"3,207",,,,,
,,,,,,01,,,,,"　　503040570100
　　一般行政",,,"80,171",,"78,200",,"79,960",,"1,971",,,,,
,,,,,,,,,01,,"　　　5103040570101
　　　行政管理",,,"80,171",,"78,200",,"79,960",,"1,971",,,"經常門詳4冊296-297頁
一、本預算數係行政管理之
　　經費
二、本年度預算數80,171
　　千元，包括:
　　1.人事費79,037千元
　　2.業務費1,032千元
　　3.獎補助費102千元
三、本年度較上年度增加
　　1,971千元，包括：
　　增列人事費1,971千元
　　增列業務費12千元
　　減列獎補助費12千元
",,
,,,,,,04,,,,,"　　503040570400
　　地政業務",,,"50,403",,"51,911",,"45,848",,"-1,509",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,38,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
