投融資業務收入,-,-,,,-,-,,-,-,,-,-,,,,,,,,,,
醫療收入,-,-,,,"121,926",94.06,,-,-,,-,-,,,,,,,,,,
其他業務收入,-,-,,,"7,702",5.94,,-,-,,-,-,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
業務成本與費用,"310,445",88.69,,,"126,910",97.9,,"100,957",-,,"909,704",2329.11,,,,,,,,,,
勞務成本,"265,807",75.94,,,-,-,,-,-,,-,-,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
投融資業務成本,-,-,,,-,-,,-,-,,-,-,,,,,,,,,,
醫療成本,-,-,,,"25,462",19.64,,-,-,,-,-,,,,,,,,,,
其他業務成本,"2,500",0.71,,,-,-,,-,-,,"819,505",2098.18,,,,,,,,,,
行銷及業務費用,-,-,,,"91,050",70.24,,-,-,,-,-,,,,,,,,,,
管理及總務費用,"42,138",12.04,,,"3,959",3.05,,"5,610",-,,"89,529",229.22,,,,,,,,,,
其他業務費用,-,-,,,"6,439",4.97,,"95,347",-,,670,1.71,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
業務賸餘(短絀-),"39,595",11.31,,,"2,718",2.1,,"-100,957",-,,"-870,646",-2229.11,,,,,,,,,,
業務外收入,"3,000",0.86,,,"18,966",14.63,,"19,606",-,,"71,565",183.23,,,,,,,,,,
財務收入,"3,000",0.86,,,"1,091",0.84,,"19,606",-,,"71,565",183.23,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
其他業務外收入,-,-,,,"17,875",13.79,,-,-,,-,-,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
業務外費用,-,-,,,"6,598",5.09,,-,-,,100,0.26,,,,,,,,,,
其他業務外費用,-,-,,,"6,598",5.09,,-,-,,100,0.26,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
業務外賸餘(短絀-),"3,000",0.86,,,"12,368",9.54,,"19,606",-,,"71,465",182.97,,,,,,,,,,
本期賸餘(短絀-),"42,595",12.17,,,"15,086",11.64,,"-81,351",-,,"-799,181",-2046.14,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
臺中市附屬單位預算,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
作業基金收支餘絀綜計表,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
(依基金別分列),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
中華民國 104年度,,,,,,,,,,,,,,,,,,,,,,
單位：新臺幣千元,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,臺中市區段徵收作業基金,,,臺中市工業區開發管理基金,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
科      目,,,,,,,,,,,,,,,,,,,,,,
金      額,金      額,％,,金      額,％,,,金      額,,％,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
業務收入,"2,648",100,,"64,171",100,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
勞務收入,-,-,,"22,430",34.95,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
租金及權利金收入,-,-,,"1,209",1.89,,,,,,,,,,,,,,,,,
投融資業務收入,-,-,,-,-,,,,,,,,,,,,,,,,,
醫療收入,-,-,,-,-,,,,,,,,,,,,,,,,,
其他業務收入,"2,648",100,,"40,532",63.16,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
業務成本與費用,"136,590",5158.23,,"51,560",80.35,,,,,,,,,,,,,,,,,
勞務成本,"114,182",4312.01,,"23,968",37.35,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
投融資業務成本,-,-,,-,-,,,,,,,,,,,,,,,,,
醫療成本,-,-,,-,-,,,,,,,,,,,,,,,,,
其他業務成本,-,-,,"16,130",25.14,,,,,,,,,,,,,,,,,
行銷及業務費用,-,-,,-,-,,,,,,,,,,,,,,,,,
管理及總務費用,"6,646",250.98,,"11,462",17.86,,,,,,,,,,,,,,,,,
其他業務費用,"15,762",595.24,,-,-,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
業務賸餘(短絀-),"-133,942",-5058.23,,"12,611",19.65,,,,,,,,,,,,,,,,,
業務外收入,-,-,,-,-,,,,,,,,,,,,,,,,,
財務收入,-,-,,-,-,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
其他業務外收入,-,-,,-,-,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
業務外費用,-,-,,-,-,,,,,,,,,,,,,,,,,
其他業務外費用,-,-,,-,-,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
業務外賸餘(短絀-),-,-,,-,-,,,,,,,,,,,,,,,,,
本期賸餘(短絀-),"-133,942",-5058.23,,"12,611",19.65,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
臺中市附屬單位預算,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
作業基金餘絀撥補綜計表,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
(依撥補項目分列),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
中華民國 104年度,,,,,,,,,,,,,,,,,,,,,,
單位：新臺幣千元,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,本年度預算數,,上年度預算數,,比較增(+)減(-),,,,,,,,,,,,,,,,,
項            目,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
金      額,金      額,％,金      額,％,金      額,％,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
賸餘之部,"18,064,478",100,"16,856,508",100,"1,207,970",7.17,,,,,,,,,,,,,,,,
本期賸餘,"316,706",1.75,"4,903,480",29.09,"-4,586,774",-93.54,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
前期未分配賸餘,"17,747,772",98.25,"11,953,028",70.91,"5,794,744",48.48,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
分配之部,"1,120,248",6.2,"7,260,655",43.07,"-6,140,407",-84.57,,,,,,,,,,,,,,,,
填補累積短絀,"1,114,027",6.17,"238,933",1.42,"875,094",366.25,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
解繳公庫淨額,"6,221",0.03,"3,807,722",22.59,"-3,801,501",-99.84,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
解繳實施平均地權基金,-,-,"3,214,000",19.06,"-3,214,000",-100,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
未分配賸餘,"16,944,230",93.8,"9,595,853",56.93,"7,348,377",76.58,,,,,,,,,,,,,,,,
短絀之部,"1,133,853",100,"281,231",100,"852,622",303.17,,,,,,,,,,,,,,,,
本期短絀,"1,114,027",98.25,"249,024",88.55,"865,003",347.36,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
前期待填補之短絀,"19,826",1.75,"32,207",11.45,"-12,381",-38.44,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
填補之部,"1,114,027",98.25,"238,933",84.96,"875,094",366.25,,,,,,,,,,,,,,,,
撥用賸餘,"1,114,027",98.25,"238,933",84.96,"875,094",366.25,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
待填補之短絀,"19,826",1.75,"42,298",15.04,"-22,472",-53.13,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
臺中市附屬單位預算,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
作業基金餘絀撥補綜計表,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
(依基金別分列),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
中華民國 104年度,,,,,,,,,,,,,,,,,,,,,,
單位：新臺幣千元,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,合    計,,,臺中市政府公教人員住宅及福利委員會,,,臺中市公有停車場基金,,,臺中市管線工程統一挖補作業基金,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
項        目,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
金      額,金      額,％,,金      額,％,,金      額,％,,金      額,％,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
賸餘之部,"18,064,478",100,,"16,810",100,,"1,082,394",100,,"150,075",100,,,,,,,,,,,
本期賸餘,"316,706",1.75,,-,-,,"245,167",22.65,,-,-,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
前期未分配賸餘,"17,747,772",98.25,,"16,810",100,,"837,227",77.35,,"150,075",100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
分配之部,"1,120,248",6.2,,"1,116",6.64,,-,-,,"97,190",64.76,,,,,,,,,,,
填補累積短絀,"1,114,027",6.17,,"1,116",6.64,,-,-,,"97,190",64.76,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
解繳公庫淨額,"6,221",0.03,,-,-,,-,-,,-,-,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
解繳實施平均地權基金,-,-,,-,-,,-,-,,-,-,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
未分配賸餘,"16,944,230",93.8,,"15,694",93.36,,"1,082,394",100,,"52,885",35.24,,,,,,,,,,,
短絀之部,"1,133,853",100,,"1,116",100,,-,-,,"97,190",100,,,,,,,,,,,
本期短絀,"1,114,027",98.25,,"1,116",100,,-,-,,"97,190",100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
前期待填補之短絀,"19,826",1.75,,-,-,,-,-,,-,-,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
填補之部,"1,114,027",98.25,,"1,116",100,,-,-,,"97,190",100,,,,,,,,,,,
撥用賸餘,"1,114,027",98.25,,"1,116",100,,-,-,,"97,190",100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
待填補之短絀,"19,826",1.75,,-,-,,-,-,,-,-,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
臺中市附屬單位預算,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
作業基金餘絀撥補綜計表,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
(依基金別分列),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
中華民國 104年度,,,,,,,,,,,,,,,,,,,,,,
單位：新臺幣千元,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,臺中市都市更新及都市發展建設基金,,,臺中市醫療作業基金,,,臺中市市地重劃基金,,,臺中市實施平均地權基金,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
項        目,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
金      額,金      額,％,,金      額,％,,金      額,％,,金      額,％,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
賸餘之部,"2,347,470",100,,"109,598",100,,"3,097,972",100,,"908,994",100,,,,,,,,,,,
本期賸餘,"42,595",1.81,,"15,086",13.76,,"1,247",0.04,,-,-,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
前期未分配賸餘,"2,304,875",98.19,,"94,512",86.24,,"3,096,725",99.96,,"908,994",100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
分配之部,-,-,,"6,221",5.68,,"82,598",2.67,,"799,181",87.92,,,,,,,,,,,
填補累積短絀,-,-,,-,-,,"82,598",2.67,,"799,181",87.92,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
解繳公庫淨額,-,-,,"6,221",5.68,,-,-,,-,-,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
解繳實施平均地權基金,-,-,,-,-,,-,-,,-,-,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
未分配賸餘,"2,347,470",100,,"103,377",94.32,,"3,015,374",97.33,,"109,813",12.08,,,,,,,,,,,
短絀之部,-,-,,-,-,,"82,598",100,,"799,181",100,,,,,,,,,,,
本期短絀,-,-,,-,-,,"82,598",100,,"799,181",100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
前期待填補之短絀,-,-,,-,-,,-,-,,-,-,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
填補之部,-,-,,-,-,,"82,598",100,,"799,181",100,,,,,,,,,,,
撥用賸餘,-,-,,-,-,,"82,598",100,,"799,181",100,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
待填補之短絀,-,-,,-,-,,-,-,,-,-,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
臺中市附屬單位預算,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
作業基金餘絀撥補綜計表,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
(依基金別分列),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
中華民國 104年度,,,,,,,,,,,,,,,,,,,,,,
單位：新臺幣千元,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,臺中市區段徵收作業基金,,,臺中市工業區開發管理基金,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
項        目,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
金      額,金      額,％,,金      額,％,,金      額,％,,％,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
賸餘之部,"9,344,799",100,,"1,006,366",100,,,,,,,,,,,,,,,,,
本期賸餘,-,-,,"12,611",1.25,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
前期未分配賸餘,"9,344,799",100,,"993,755",98.75,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
分配之部,"133,942",1.43,,-,-,,,,,,,,,,,,,,,,,
填補累積短絀,"133,942",1.43,,-,-,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
解繳公庫淨額,-,-,,-,-,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
解繳實施平均地權基金,-,-,,-,-,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
未分配賸餘,"9,210,857",98.57,,"1,006,366",100,,,,,,,,,,,,,,,,,
短絀之部,"153,768",100,,-,-,,,,,,,,,,,,,,,,,
本期短絀,"133,942",87.11,,-,-,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
前期待填補之短絀,"19,826",12.89,,-,-,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
填補之部,"133,942",87.11,,-,-,,,,,,,,,,,,,,,,,
撥用賸餘,"133,942",87.11,,-,-,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
待填補之短絀,"19,826",12.89,,-,-,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
臺中市附屬單位預算,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
作業基金現金流量綜計表,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
(依現金流量項目分列),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
中華民國 104年度,,,,,,,,,,,,,,,,,,,,,,
單位：新臺幣千元,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
項                目,本年度預算數,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
    業務活動之現金流量,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
        本期賸餘（短絀－）,"-797,321",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
        調整非現金項目,"245,143",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
                業務活動之淨現金流入（流出－),"-552,178",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
    投資活動之現金流量,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
        減少流動金融資產及短期貸墊款,-,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
        減少投資、長期應收款、貸墊款及準備金,"3,002,020",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
        增加投資、長期應收款、貸墊款及準備金,"-1,661,057",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
        增加固定資產及遞耗資產,"-581,933",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
        增加無形資產、遞延借項及其他資產,"-2,024",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
                投資活動之淨現金流入（流出－）,"757,006",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
    融資活動之現金流量,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
        增加短期債務、流動金融負債、其他負債及遞延貸項,"7,259",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
        增加長期負債,"8,342,975",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
        減少短期債務、流動金融負債、其他負債及遞延貸項,"-41,113",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
        減少長期負債,"-6,327,167",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
        賸餘分配款,"-6,221",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
                融資活動之淨現金流入（流出－）,"1,975,733",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
    現金及約當現金之淨增（淨減－）,"2,180,561",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
    期初現金及約當現金,"17,095,298",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
    期末現金及約當現金,"19,275,859",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
臺中市附屬單位預算,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
作業基金現金流量綜計表,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
(依基金別分列),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
中華民國 104年度,,,,,,,,,,,,,,,,,,,,,,
單位：新臺幣千元,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,合    計,,,臺中市政府公教人員住宅及福利委員會,,,臺中市公有停車場基金,,,臺中市管線工程統一挖補作業基金,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
項              目,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
業務活動之現金流量,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"-797,321",,,"-1,116",,,"245,167",,,"-97,190",,,,,,,,,,,,
本期賸餘（短絀－）,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"245,143",,,-,,,"99,594",,,"-10,767",,,,,,,,,,,,
調整非現金項目,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"-552,178",,,"-1,116",,,"344,761",,,"-107,957",,,,,,,,,,,,
業務活動之淨現金流入（流出－),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
投資活動之現金流量,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,-,,,-,,,-,,,-,,,,,,,,,,,,
減少流動金融資產及短期貸墊款,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"3,002,020",,,"2,020",,,-,,,-,,,,,,,,,,,,
減少投資、長期應收款、貸墊款及準備金,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"-1,661,057",,,"-8,000",,,-,,,-,,,,,,,,,,,,
增加投資、長期應收款、貸墊款及準備金,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"-581,933",,,-,,,"-133,324",,,-,,,,,,,,,,,,
增加固定資產及遞耗資產,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"-2,024",,,-,,,"-2,024",,,-,,,,,,,,,,,,
增加無形資產、遞延借項及其他資產,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"757,006",,,"-5,980",,,"-135,348",,,-,,,,,,,,,,,,
投資活動之淨現金流入（流出－）,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
融資活動之現金流量,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"7,259",,,-,,,-,,,"3,259",,,,,,,,,,,,
增加短期債務、流動金融負債、其他負債及遞延貸項,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"8,342,975",,,-,,,-,,,-,,,,,,,,,,,,
增加長期負債,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"-41,113",,,-,,,"-39,193",,,-,,,,,,,,,,,,
減少短期債務、流動金融負債、其他負債及遞延貸項,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"-6,327,167",,,-,,,-,,,-,,,,,,,,,,,,
減少長期負債,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"-6,221",,,-,,,-,,,-,,,,,,,,,,,,
賸餘分配款,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"1,975,733",,,-,,,"-39,193",,,"3,259",,,,,,,,,,,,
融資活動之淨現金流入（流出－）,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"2,180,561",,,"-7,096",,,"170,220",,,"-104,698",,,,,,,,,,,,
現金及約當現金之淨增（淨減－）,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"17,095,298",,,"46,784",,,"2,978",,,"304,144",,,,,,,,,,,,
期初現金及約當現金,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"19,275,859",,,"39,688",,,"173,198",,,"199,446",,,,,,,,,,,,
期末現金及約當現金,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
臺中市附屬單位預算,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
作業基金現金流量綜計表,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
(依基金別分列),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
中華民國 104年度,,,,,,,,,,,,,,,,,,,,,,
單位：新臺幣千元,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,臺中市都市更新及都市發展建設基金,,,臺中市醫療作業基金,,,臺中市市地重劃基金,,,臺中市實施平均地權基金,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
項              目,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
業務活動之現金流量,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"42,595",,,"15,086",,,"-81,351",,,"-799,181",,,,,,,,,,,,
本期賸餘（短絀－）,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"-33,290",,,"-3,493",,,"188,938",,,"4,173",,,,,,,,,,,,
調整非現金項目,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"9,305",,,"11,593",,,"107,587",,,"-795,008",,,,,,,,,,,,
業務活動之淨現金流入（流出－),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
投資活動之現金流量,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,-,,,-,,,-,,,-,,,,,,,,,,,,
減少流動金融資產及短期貸墊款,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,-,,,-,,,-,,,"3,000,000",,,,,,,,,,,,
減少投資、長期應收款、貸墊款及準備金,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,-,,,-,,,"-544,117",,,"-8,643",,,,,,,,,,,,
增加投資、長期應收款、貸墊款及準備金,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"-248,130",,,"-1,244",,,-,,,-,,,,,,,,,,,,
